"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36"
"IKZF3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,7.5,0.5,0.5,1,1,1.5,2,1.5,2,1,1.5,1.5,1.5,3
"IKZF4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,2,2,2,1,1,1,1,2
"IKZF5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,0.5,2,1.5,2,1,1,1,1,2
"IL10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1,1.5,3.5,4,1,1,1.5,3,4.5
"IL10RA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,1,1,1.5,3,0.5,1,0.5,1.5,2
"IL10RB",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1.5,2,1,1,1,4.5,2
"IL10RB-DT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1.5,2,1,1,1,4.5,2
"IL11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,2,1,1,1,2,4,3,1,1,1,1,2
"IL11RA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1.5,1.5,2,0.5,1,0.5,1,2
"IL12A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,2
"IL12RB1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,0.5,2,1.5,3,1,1,1,1.5,2
"IL12RB2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,0.5,1,1,1,1,1.5,1,2,0.5,1,1,1.5,2
"IL13RA1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,0.5,1,1,1,2,2,2,1,1,1,1,2
"IL13RA2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,0.5,1,1,1,2,2,2,1,1,1,1,2
"IL15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,1,2,1.5,2,0.5,1,1,1.5,2
"IL15RA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1.5,2,1.5,2,1,1,1,3,2
"IL16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,2,0.5,1,1,2,2
"IL17B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1,1,1,0.5,2,2,2,1,1,1,1,2
"IL17D",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,2,2,0.5,1,1,1,3
"IL17RA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1.5,0.5,0.5,1,0.5,1,2,2,2,1,1,0.5,1.5,2
"IL17RB",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,1,2
"IL17RC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,1,2
"IL17RD",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,1,2
"IL17RE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,1,2
"IL18",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,1,1,1.5,3,0.5,1,0.5,1.5,0.5
"IL18BP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,4.5,1.5,3,1,1,3,1,2
"IL18R1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"IL18RAP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"IL1A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"IL1B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"IL1R1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"IL1R2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"IL1RAP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2
"IL1RAPL1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0.5,1,0.5,1,1,1,1,2,2,2,1,1,1,0.5,2
"IL1RAPL2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,0.5,1,1,1,2,2,2,1,1,1,1,2
"IL1RL1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"IL1RL2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"IL1RN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"IL20",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1,1.5,3.5,4,1,1,1.5,3,4.5
"IL20RA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,2,1.5,2,1,1,0.5,1,1
"IL20RB",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1.5,2
"IL21R",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,0.5,1.5,1,1,1.5,1,1,3.5,1,3,1,2.5,2,1,2
"IL22RA1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,0.5,1,1,1,1,1.5,1,2,0.5,1,1,1.5,2
"IL22RA2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,2,1.5,2,1,1,0.5,1,1
"IL23A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,2,2,2,1,1,1,1,2
"IL27RA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0.5,2,1,3,1,1,1,1.5,2
"IL2RA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1.5,2,1.5,2,1,1,1,3,2
"IL2RB",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1.5,0.5,0.5,1,0.5,0.5,2,1,2,1,1,0.5,2.5,2
"IL2RG",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,0.5,1,1,1,2,2,2,1,1,1,1.5,2
"IL32",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,0.5,1.5,1,1,1.5,1,1,3.5,2,3,1,2.5,2,1.5,2
"IL33",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1.5,1.5,2,0.5,1,0.5,1,2
"IL34",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1.5,0.5,0.5,0.5,1,2,1,1,1,0.5,0.5,0.5,1,2
"IL3RA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0.5,1,0.5,1,1,1,1,2,2,2,1,1,1,0.5,2
"IL4I1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,2,3.5,3,1,1,1,1,2
"IL4R",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,0.5,1.5,1,1,1.5,1,1,3.5,1,3,1,2.5,2,1,2
"IL5RA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1,2,0.5,1,1,1,2
"IL6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,1,1,1,1.5,2,3,1,1,1,1,2
"IL6-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,1,1,1,1.5,2,3,1,1,1,1,2
"IL6R",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1.5,1.5,3,4,1,1,2,3,4.5
"IL6R-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1.5,1.5,3,4,1,1,2,3,4.5
"IL6ST",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,0.5,2,2,2,1,1,1,1,2
"IL7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.5,2.5,1,2.5,1,1,1,5,1.5,2,1,3.5,1,3.5,2
"IL7R",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.5,1,1,1,1,1,2,2,2,1,1,1,1,2
"ILDR1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,2
"ILDR2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3.5,2,1,1,1,1,1,1.5,3,4,1,1,2,3,4.5
"ILF2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1.5,1.5,3,4,1,1,2,3,4.5
"ILF3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,0.5,2,1,3,1,1,1,1.5,2
"ILF3-DT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,0.5,2,1,3,1,1,1,1.5,2
"ILK",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,2.5,1.5,3,0.5,1,0.5,1,2
"ILKAP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1,2,1,1,1,1.5,2
"ILRUN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.5,1,1,1,1,2,2,2,1,1,1,1,2
"ILVBL",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0.5,2,1,3,1,1,1,1.5,2
"IMMP1L",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,2.5,1.5,3,1,1,0.5,1,2
"IMMP2L",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1.5,2,3,1,1,1,1,2
"IMMT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1.5,2
"IMP3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,2,0.5,1,1,2,2
"IMP4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"IMPA1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.5,2.5,1,0.5,1,1,1,5,1.5,2,1,3.5,1,3.5,2
"IMPA2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.5,0.5,1,1,1,2,1,2,1,1,1,1.5,2
"IMPACT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,2,1,2,1,1,1,1.5,2
"IMPDH1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1.5,2,3,1,1,1,1.5,2
"IMPDH1P8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,1,2
"IMPDH2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,1,2
"IMPG1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,1,2,1,2,0.5,1,0.5,2,1
"IMPG2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,0.5,1,1,2,2
"INAFM1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,2,1,3,1,1,1,1,2
"INAFM2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,1.5,1,2,0.5,1,1,1,2
"INAVA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1.5,3.5,4,1,1,1.5,3,4.5
"INCA1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1.5,0.5,0.5,0.5,0.5,0.5,2,1.5,2,1,0.5,0.5,1,1
"INCENP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1.5,3,1,1,0.5,2,2
"INE1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0.5,1,0.5,1,1,1,1,2,2,2,1,1,1,0.5,2
"INF2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,0.5,1,1,0.5,2,2,2,1,1,1,1,2
"ING1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.5,1,1,2,0.5,1,1,3,1
"ING2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,1,2,1.5,2,0.5,1,1,0.5,2
"ING3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1.5,2,3,1,1,1,1.5,2
"ING4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,2,2,2,1,1,1,2,2
"ING5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1.5,1,1,1.5,1.5,1,2,1,1,1,1,2
"INHA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,1,2,1,1,1,2,2
"INHBA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,1,1,1,1.5,2,3,1,1,1,1,2
"INHCAP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1.5,2
"INIP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1.5,1.5,2,0.5,1,0.5,1,2
"INKA1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,1,2
"INKA2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1,1,1,1,1,1.5,1,2,1,1,1,1,2
"INMT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,1,1,1,1.5,2,3,1,1,1,1,2
"INO80",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,1.5,1,2,0.5,1,1,1,2
"INO80B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1.5,2
"INO80C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.5,2,1,2,1,1,1,1.5,2
"INO80D",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,1,2,1,1,1,1,2
"INO80E",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,0.5,1.5,1,1,1.5,1,1,3.5,2,3,1,2.5,2,1,2
"INPP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,1,2,1,1,1,3,2
"INPP4A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,0.5,1,1.5,1.5,2,1,1,1,1,2
"INPP4B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,1,2,1.5,2,0.5,1,1,1.5,2
"INPP5A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,0.5,2,1.5,2,1,1,1,1,2
"INPP5B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,2.5,2,0.5,1,1,1,2
"INPP5D",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1.5,1,1,1,1.5,1,2,1,1,1,1.5,2
"INPP5E",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1.5,1.5,2,0.5,1,0.5,1,2
"INPP5F",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,0.5,2,1.5,2,1,1,1,1,2
"INPP5J",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1.5,0.5,0.5,1,0.5,1,2,1,2,1,1,0.5,1.5,2
"INPP5K",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1.5,0.5,0.5,0.5,0.5,0.5,2,1.5,2,1,0.5,0.5,1,1
"INPPL1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,4.5,1.5,3,1,1,3,1,2
"INSC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,2.5,1.5,3,1,1,0.5,1.5,2
"INSIG1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1.5,2,3,0.5,1,1,1.5,2
"INSIG2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"INSL3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,0.5,2,1.5,3,1,1,1,1.5,2
"INSL6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1.5,1.5,2,0.5,1,0.5,1,2
"INSM1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,0.5,1,1,1,1.5,2,2,1,1,1,1.5,2
"INSR",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.5,1,1,1,1,1,0.5,2,1,3,1,1,1,1.5,2
"INSRR",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1.5,1.5,3,4,1,1,2,3,4.5
"INSYN1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,2,0.5,1,1,2,2
"INSYN2A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,0.5,2,1.5,2,1,1,1,1,2
"INSYN2B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,2,2,2,1,1,1,2,2
"INTS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,2,3,1,1,1,1,2
"INTS10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,0.5,0.5,1,0.5,1,0.5,2,0.5,0.5,1,1,1.5
"INTS11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,0.5,1,1,1,1,1.5,1,2,0.5,1,1,2.5,2
"INTS12",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,2,2,1.5,2,0.5,1,1,1,2
"INTS13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,2,2,2,1,1,1,2,2
"INTS14",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,2,0.5,1,1,1,2
"INTS2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1.5,2,1.5,2,1,1.5,2,1.5,3
"INTS3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1.5,1.5,3,4,1,1,2,3,4.5
"INTS4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,3,1.5,3,1,1,7.5,1,2
"INTS4P1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3,1,1,1,1.5,2
"INTS4P2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3,1,1,1,1.5,2
"INTS5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,2,1.5,3,1,1,0.5,2,2
"INTS6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.5,1,1,2,0.5,1,1,1.5,1
"INTS6-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.5,1,1,2,0.5,1,1,1.5,1
"INTS6L",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,1,1,1,2,2,2,1,1,1,1,2
"INTS7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1,1.5,3.5,4,1,1,1.5,3,4.5
"INTS8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2.5,1,1,1,1,1,5,1.5,2,1,3.5,1,4,2
"INTS9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,0.5,1,1,0.5,1,0.5,2,0.5,0.5,1,0.5,1.5
"INTU",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,1,2,1.5,2,0.5,1,1,1,2
"INVS",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1.5,1.5,2,0.5,1,0.5,1,2
"IP6K1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,1,2
"IP6K2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,1,2
"IP6K3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.5,1,1,1,1,2,2,2,1,1,1,1,2
"IPCEF1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,2,1.5,2,0.5,1,0.5,1.5,1
"IPMK",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1,2,1.5,2,1,1,1,1,2
"IPO11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,0.5,2,2,2,1,0.5,1,1,2
"IPO13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1,1.5,2.5,2,0.5,1,1,1,2
