"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50"
"FAM185A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"FAM185BP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2.5,1,1,2,1,1,1.5,3,1.5,2,2,3,1,2.5,2,2,2.5,1,2,0.5,2,1
"FAM186A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2.5,1,1,2,1,1,1.5,2.5,1.5,2,1,2,1,2.5,2.5,2,2,1,2.5,1,2,1
"FAM186B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,1,2,1,2.5,2.5,2,3,1,2.5,1,2,1
"FAM187B2P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1.5,2,2.5,1.5,1.5,1,2,1,1.5,1
"FAM189A1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,0.5,1,1,1,1,1,1,1.5,1,3,1,2,1,1,2,0.5,0.5,1,1.5,1,1,1
"FAM189A2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.5,1,1,2,1,1,2,4.5,2.5,1.5,1.5,1,1,1.5,4,1,2,0.5,1.5,1,1.5,1
"FAM189B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3.5,4,1,1.5,3,1,3,2,3,2,3.5,5,2,1,2.5,3.5,2,3,1,3.5,2,3.5,1.5
"FAM193A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,1,1,1,1.5,3,1.5,1.5,1,1,1,1.5,1.5,2,2,0.5,1.5,0.5,2,1
"FAM193B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1.5,2,1.5,1,2.5,2.5,2.5,2.5,1,2,1,2,3,1.5,2.5,1,2.5,1.5,3,1
"FAM198B-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,2,1.5,1,1.5,1,2,1
"FAM199X",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1,1,1,1,3,1.5,2.5,2,1,1,1,4,1.5,1,1,2,1,1.5,1
"FAM200A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"FAM200B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1.5,3,2,1.5,1,1,1,1.5,1.5,2,2,0.5,1.5,1,1,1
"FAM201A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1,3,1.5,1.5,1.5,1,1,1,2,1,2.5,1,1.5,1,1.5,1
"FAM204A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1.5,2,1,1,1,2,1,1.5,1
"FAM207A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,2,1,1,1.5,1,1,1.5,3,2,2,1.5,2,1,1.5,2.5,1.5,1.5,1,2,1.5,1.5,1
"FAM20A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,3,2,1,1,0.5,1,1,1,4,3,3,3,1,2,2,2,4,3.5,4,1,1.5,1.5,1.5,1
"FAM20B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3.5,2.5,1,1.5,3,1,3,3.5,3,2,3.5,5,1,1,2.5,3.5,3,2.5,1,3.5,2,3.5,1.5
"FAM20C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2,2.5,1,1,2,1,1,2.5,1,1.5,2.5,2,1,1,2.5,2,2,2.5,1,2,1.5,2,1
"FAM210A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,3,2.5,1.5,2,1,1,2,2,1,2,0.5,2,1,1.5,1
"FAM210B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,3,3,4,7.5,2,3,1,3,4,2.5,4.5,1,2,1,2.5,1
"FAM214A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,2,1,1,1,1,1,1,1,1.5,1,3,1,2,1,1,2,2.5,1,1,1.5,1,2,1
"FAM214B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1,3,1.5,1.5,1.5,1,1,1,2,1,2.5,1,1.5,1,1.5,1
"FAM216A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,3.5,1.5,2,1,2,1,3,2.5,2.5,1.5,1,2.5,1,2,1
"FAM217B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,3,2,2,1,1,2,1,1,3,3,4,3,2,3,1,6.5,4,2.5,4.5,1,2,0.5,2.5,1
"FAM218A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,2,1.5,1,1.5,1,2,1
"FAM219A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2.5,1,1,2,1,1,1,3,1.5,1.5,1.5,1,1,1,2,1,2.5,1,1.5,0.5,1.5,1
"FAM219B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1,3.5,2,3,1,2,1,1,2,1.5,1.5,1,1.5,1.5,0.5,1
"FAM21EP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,1.5,1.5,1.5,2,1,1.5,2,1,1.5,1,2,1,1.5,1
"FAM21FP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1.5,3,1.5,1.5,1.5,2,1,1.5,2,2,1.5,1,2,1,1.5,1
"FAM220A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2,2.5,1,1,2,1,1,2.5,1,1.5,2.5,2,1,1,2,2,2,2.5,1,2,1.5,2,1
"FAM221A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2,2.5,1,1,2,1,1,2.5,1,1.5,2.5,2,1,1,2.5,2.5,2,2.5,1,2,1.5,2,1
"FAM221B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1,3,1.5,1.5,1.5,1,1,1,2,1,2.5,1,1.5,1,1.5,1
"FAM222A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,3.5,1.5,2,1,2,1,3,2.5,2.5,1.5,1,2.5,1,2,1
"FAM222A-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,3.5,1.5,2,1,2,1,3,2.5,2.5,1.5,1,2.5,1,2,1
"FAM222B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,7,1,0.5,1,1,1,3,1.5,7.5,3,1,2,2,2,2.5,1.5,2,1,1.5,1,1.5,1
"FAM225A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.5,1,1,2,1,1,1.5,1.5,2.5,1.5,1,1,1,1.5,3.5,1,2.5,0.5,1,1,1.5,1
"FAM225B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.5,1,1,2,1,1,1.5,1.5,2.5,1.5,1,1,1,1.5,3.5,1,2.5,0.5,1,1,1.5,1
"FAM227A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0.5,1,2,2.5,1.5,2,1,1,0.5,1,3,1,1,1,1,1,1,1
"FAM227B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1,1.5,1,3,1,2,1,1,2,2.5,1,1,1.5,1,2,1
"FAM228A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,2,1.5,2,2,1,2,2.5,1.5,1.5,0.5,2,1,1.5,1
"FAM228B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,2,1.5,2,2,1,2,2.5,1.5,1.5,0.5,2,1,1.5,1
"FAM229A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1.5,3.5,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"FAM229B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,3.5,1,1,1,1,0.5,5.5,3,1,1,1.5,2,0.5,1,3,1.5,0.5,0.5,1,1,1.5,1
"FAM230I",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,1,3,1.5,2,1,1,1.5,1,3,1,1,1,1,1,1,1
"FAM234A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3.5,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,1.5,2.5,2,2,1,2.5,1,4,1
"FAM234B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1.5,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1,1.5,2,1.5,1,1,2.5,0.5,2,1
"FAM237B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1.5,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
"FAM238C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1.5,3,2.5,1.5,1.5,2,1,2,2.5,1.5,1,1,2,1,1.5,1
"FAM240C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,2.5,2,1.5,1,2,1,2.5,2.5,1,2,0.5,2,1,1.5,1
"FAM241A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0.5,1,1,1,1.5,1,1.5,1.5,1,1,1,1.5,1.5,2,1.5,1,1.5,1,2,1
"FAM241B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,5,1.5,1.5,1.5,1,1,1.5,2.5,1,1.5,1,2,1,1.5,1
"FAM24B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1.5,2,1,1,1,2,1,1.5,1
"FAM27C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.5,1,1.5,2,1,1,2,4.5,2.5,1.5,1.5,1,1,1.5,2.5,1,2,1,1.5,1,1.5,1
"FAM30A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1.5,2,1,1,2,3.5,1.5,1,1,1,1,1.5,2,4.5,1,1,1.5,1,2,1
"FAM32A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,1,1,2.5,1.5,1.5,1,2,1,1,1
"FAM3A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1,1,1,1,3,1.5,2.5,2,1,1,1,3,1.5,1,1,2,1,1.5,1
"FAM3B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,2,1,1,1.5,1,1,1.5,3,2,2,1.5,2,1,1.5,2,1.5,1.5,1,2,1,1.5,1
"FAM3C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1.5,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"FAM3C2P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2,1,0.5,1,1,1,1.5,2.5,2,2.5,2,2,1,1,3.5,1,1.5,1,2,1,1.5,1
"FAM3D",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1.5,1,1,1.5,1.5,2,2.5,1,1,1,2,3.5,1,1.5,1,2,0.5,2,1
"FAM43A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2.5,1,1.5,1.5,1,1,1.5,3,2,2.5,1.5,2,1,3,3.5,2,1.5,1,2,1,2,1
"FAM43B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2.5,1,1,1,1,1,1.5,2.5,0.5,1,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"FAM47E",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1,1,1,1,1,1,1.5,1,2,1.5,1,1,1,3,3,2,1,1,1.5,1,2,1
"FAM50A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1,1,1,1,3,1.5,2.5,2,1,1,1,3,1.5,1,1,2,1,1.5,1
"FAM50B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,1,2,1,2.5,2,1.5,2,1,2,1.5,1.5,2.5,1,1.5,1,1.5,1
"FAM53A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,1,1,1,1.5,3,1.5,1.5,1,1,1,1.5,1.5,2,2,0.5,1.5,0.5,2,1
"FAM53B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1.5,2,1,1,1,2,1,1.5,1
"FAM53C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1.5,1,1,2,1.5,1,1.5,2.5,1,2.5,1,2,1,2,3,1.5,1.5,1,2.5,1.5,3,1
"FAM66B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,0.5,3,0.5,3,1.5,1,1,0,2,1.5,2.5,1,2,1,3,1
"FAM66C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1.5,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1,1.5,2,1.5,1.5,1,2.5,0.5,2,1
"FAM66D",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,0.5,1.5,0.5,3,1.5,1,1,0,2.5,2,2,1,2,1,3,1
"FAM71E1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,5,2.5,1.5,2,2,2,1.5,2,3,2,1.5,1,2,1,1.5,1
"FAM71F2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,2,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"FAM72A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3.5,3.5,1,1.5,3,2,3,3,3,3,3.5,1.5,2,1,2.5,3.5,3,2.5,1,3.5,2.5,3.5,1.5
"FAM72B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,3,2,2,1.5,1,1,1.5,1.5,1.5,2,1,1.5,1,1,1
"FAM76A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1.5,2.5,1.5,1,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"FAM76B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,0.5,1,1.5,1,1,3,1,1.5,2.5,1,1,1,4,2,0.5,1,1.5,0.5,1.5,1
"FAM78A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1.5,3.5,2.5,1.5,1,1,1,1.5,2.5,1,2.5,1,1.5,1,1.5,1
"FAM78B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3.5,4,1,1.5,3,1,3,2.5,3,2,3.5,5,2,1,2.5,3.5,2,3,1,3.5,2,3.5,1.5
"FAM81A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,2,0.5,1,1,1,1,1,1,1.5,1,3,1,2,1,1,2,1.5,1.5,1,1.5,1.5,2,1
"FAM81B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,3,2,1.5,1,1,2,1.5,1,1.5,2.5,1,2.5,1,2,1,2,3,1.5,1.5,1,2.5,1.5,3,1
"FAM83A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,7.5,2,2.5,1,1,2,2,1,3,7,4.5,3,2,2,1,6.5,4.5,2.5,4,1,2,1,3,1
"FAM83B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,2,3,2.5,2.5,1.5,2,1,2,1.5,1.5,2,1,1.5,1,1.5,1
"FAM83D",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,3,3,3,1.5,2,3,1,2,4,3,3,1,2,1,2.5,1
"FAM83E",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1.5,1,3,2,1.5,1,2,1,1.5,1
"FAM83F",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0.5,1,2,2.5,1.5,2,1,1,0.5,1,3,1,1,1,1,1,1,1
"FAM83G",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,1,0.5,2,1.5,1,1,1,1,1,1.5,1
"FAM83H",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,7.5,2,2.5,1,1,2,2,1,1,6,4.5,3,2,2,1,6,4.5,2.5,3.5,1,2,1,3,1
"FAM86B1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,0.5,1.5,0.5,3,1.5,1,1,0,2.5,2,2,1,2,1,3,1
"FAM86B2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,0.5,3,0.5,3,1.5,1,1,0,2.5,2,2,1,2,1,3,1
"FAM86B3P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,0.5,3,0.5,3,1.5,1,1,0,2,1.5,2.5,1,2,1,3,1
"FAM86C2P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,6.5,2,1.5,1,1,1,1.5,1,2,3,2.5,1.5,1.5,1,1,2,3.5,2,2,1,1.5,1,1.5,1
"FAM86DP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,1,1.5,1,1,2,0.5,2,2.5,1,1,1,2,3.5,1,1,1,2,1,2,1
"FAM86EP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,1,1,1,1.5,3,1.5,1.5,1,1,1,1.5,1.5,2,2,0.5,1.5,0.5,1,1
"FAM86FP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1.5,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1,1.5,2,1.5,1.5,1,2.5,0.5,2,1
"FAM86GP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1,1.5,1,1,1,2.5,1.5,1.5,2,1,2,1.5,2,1,1,1.5,1,1.5,1
"FAM86HP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2.5,1,1,1.5,1,1,4,2.5,2,2.5,1.5,2,1,2,3.5,2,1.5,1,2,1,2,1
"FAM86JP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2.5,1,1,1.5,1,1,3.5,2.5,2,2.5,1.5,2,1,2,3.5,2,1.5,1,2,1,2,1
"FAM87B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,1,1,1,1,2,2.5,0.5,1,0.5,1,1,1,1.5,1.5,1.5,1,1.5,1,1,1
"FAM89A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3.5,2,1,1.5,3,2,3,3,3,3,3.5,1.5,2,1,2.5,4,3,2.5,1,3.5,1.5,3.5,1.5
"FAM89B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1.5,1,1.5,3,2.5,1.5,1.5,1,1,1.5,3.5,2,2,1,1.5,1,1.5,1
"FAM8A1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,1,2,1,2.5,2,1.5,2,1,2,3,1.5,2,1,1.5,1,1.5,1
"FAM90A1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1.5,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1,1.5,2,1.5,1.5,1,2.5,0.5,2,1
"FAM91A1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,7.5,2,2.5,1,1,2,2,1,1.5,7,4.5,3,2,2,1,6.5,4.5,2.5,4,1,2,1,3,1
"FAM95C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1,3,1.5,1.5,1.5,1,1,1,2,1,2.5,1,1.5,1,1.5,1
"FAM96AP2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3.5,2,1,1.5,3,2,3,3.5,3,3,3,1.5,2,1,2.5,4,3,2.5,1,3.5,1.5,3.5,1.5
"FAM98A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,2,1.5,2,2,1,2,2.5,2,1.5,0.5,2,1,1.5,1
"FAM98B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1,1,1,1,1,1,1,1.5,1,3,1,2,1,1,2,1,1,1,1.5,1,1,1
"FAM98C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,7.5,2.5,1.5,2,2,2,1.5,2,2.5,1.5,1.5,1,2,1,1.5,1
"FAN1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1,1.5,1,3,1,2,1,1,2,1,0.5,1,1.5,1,1,1
