"","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100"
"BICDL2",1,1,1,2,1,2,2,1,1,2,0.5,1,1.5,1.5,1,2.5,0.5,1,1,1,1,1,2,1,2,1,2,2,0.5,1,0.5,1,2,2,1,2,1,1,2,0.5,0.5,1,1,1,1,0.5,1,2,1,1.5
"BICRA",1,1,1,3,1,1.5,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1.5,2,2.5,1,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,0.5,1,1,1,1,2,1,1
"BICRAL",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,2.5,2,2,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,1.5,1,1.5,1,1,1,1,1,1,2,1,1
"BID",1,1,1,3,1,1.5,2,1,1,2,1,1,1.5,2,1,1,1,1,1,1,0.5,1,2,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,2.5,1,0.5,1,1,0.5,1,0.5,1,2,1,1
"BIK",1,1,1,3,1.5,1.5,2,1,1,2,1,1,1.5,2,1,1,1,1,1.5,1,1,1,2,1,2,0.5,2,1.5,1,1,1,1,2,3,1,2,2,1,2.5,1,0.5,1,1,0.5,1,0.5,1,2,1,0.5
"BIN1",1,1,1,2.5,1,2,2,1,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,1.5,1,2.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"BIN2",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,2,2,1,1.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"BIN3",1,1,0.5,1,1,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,2.5,1,0.5,1,1,1,1,0.5,0.5,1,3,0.5,0.5,1,1,1,1,1,1,0.5,1.5,0.5,0.5,0.5,0.5,1,0.5,0.5
"BIRC2",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1.5
"BIRC3",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1.5
"BIRC5",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1.5,2.5,1,1.5,1.5,1,1.5,1,2.5,1,2,2,2.5,2.5,1,2,1,1,2,2,1,1.5,2,1,1,1,0.5,1,2,1.5,1,1,1,3,1,1
"BIRC6",1,1,1,2.5,1,2,3,1,1,2,1,1,1.5,1,1,2.5,1,1,1,1,1,1,3,1,2,1,1.5,2.5,1,1,1,1,2,2,1,3,2,1,2,1,1,1,1,1.5,1,0.5,1,2,1,1
"BISPR",0.5,1,1,3,1,4,2,1,1,1.5,0.5,1,2,2,1,4.5,1,1,1,1.5,1,1,1,1,1,0.5,2,2.5,1,1,1,1,3,1.5,1,1.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"BIVM",4.5,1,1,4,1,3.5,3.5,1,1,1,0.5,1,1.5,0.5,1,2.5,1,1,1,1,1,1,2,1,2,1,1.5,1.5,1.5,1,0.5,1,2,2.5,1,2.5,2,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1
"BLCAP",1,1,1,2.5,1,2,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,1,1,2,1,2,1,5,2.5,1.5,1,1.5,1,2,2.5,1,2.5,2,1.5,2,1.5,1,1,1,1,1,1,1,2,1,1.5
"BLK",1,1,0.5,1,1,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,2,1,0.5,1,1,1,1,0.5,0.5,1,3,0.5,0.5,1,1,1,1,1,1,0.5,1.5,0.5,0.5,0.5,0.5,1,0.5,0.5
"BLM",1,1,1,2.5,1,2,1,1,1,2,1,0.5,1.5,1.5,1,1.5,1,1,1,1,1.5,1,2,1,2,1,1.5,2.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,0.5,1,1,1,1,1,1,2,1,0.5
"BLMH",1,1,1.5,2,1,2,2,1,1,2,1,1,2,1,1,2.5,1,1,1,1,1,1,2.5,1,2,1,2,2.5,1,1,1,1,2,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,2,1,1
"BLNK",0.5,1,1,2,1,2,1.5,1,1,2,1,1,1.5,1.5,1,2.5,1,1,0.5,1,1,1,1.5,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1.5,3,0.5,1,1,0.5,1,1,1,1,0.5,1,2,1,1
"BLOC1S1",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,2,2,1,1.5,2,1,1.5,1,1,1,1,1.5,1,1,1,2,1,1
"BLOC1S2",0.5,1,1,2,1,2,1.5,1,1,2,1,1,1.5,1,1,2.5,1,1,0.5,1,1,1,1.5,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1.5,3,0.5,1,1,0.5,1,1,1,1,0.5,1,2,1,1
"BLOC1S3",1,1,1,3,1,1.5,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1,2,2.5,1,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"BLOC1S4",1,1,1,2.5,1,1.5,2,1,1,1,1,1,1.5,2.5,1,2.5,1.5,1,1,1,0.5,1,2,1,2,1,2,2,1,1,1,1,4.5,3,1,2.5,2,1,2,1,0.5,1,1,1,1,1,1,2,1,1
"BLOC1S5",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1,1,1,1,1,2,1,2,1,3,2,1,2.5,1.5,1,2,2.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"BLOC1S6",0.5,1,1,2.5,1,2,1,1,1,2,1,1,1.5,1.5,1,1.5,1,1,1,1,1.5,1,1.5,1,2,1,2,2.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,0.5,1,0.5,1,1,1,1,2,1,1
"BLVRA",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,2.5,1,1,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"BLVRB",1,1,1,3,1,1.5,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1,2,2.5,1,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"BLZF1",4.5,1,2,2.5,1.5,2,2.5,1.5,1,2.5,1,1.5,3,2,1,4,2,1.5,3,2,1.5,1.5,4,1,3,1.5,4.5,2.5,1,2,1,1,2,2.5,2,4,3,1,2.5,1.5,2,3,1.5,1.5,1.5,1,1.5,2,1.5,1
"BMERB1",1,1,1,2,1,2,2,1,1,2,0.5,1,1.5,1.5,1,2.5,0.5,1,1,1,1,1,2.5,1,2,1,2,2,0.5,1,0.5,1,2,2,1,2,1,1,2,0.5,0.5,1,1,1,1,0.5,1,2,1,1.5
"BMF",0.5,1,1,2.5,1,2,1,1,1,2,1,1,1.5,1.5,1,1.5,1,1,1,1,1,0.5,1.5,1,2,1,2,2.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,0.5,1,0.5,1,1,1,1,2,1,1
"BMI1",1,1,1,2,1,2,2.5,1,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,2,1,1.5,3.5,1,1,1,1,2,2,1,2,2,1,4.5,1,1.5,1,1,1,1,1,1,2,1,1
"BMP1",1,1,0.5,1,1,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,2.5,1,0.5,1,1,1,1,0.5,0.5,1,3,0.5,0.5,1,1,1,1,1,1,0.5,1.5,0.5,0.5,0.5,0.5,1,0.5,0.5
"BMP10",1,1,1,2.5,1,2,3,1,1,2,1,1,1.5,1.5,1,2.5,1,1,0.5,1,1,1,2,1,2,1,1.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1.5,1,0.5,1,2,1,0.5
"BMP2",1,1,0.5,2.5,1,2,2,1,1,2,1,1,2,2,1,1,1,0.5,1,1.5,1,1,2,1,2,1,2,2.5,1.5,1,1.5,1,2,2.5,1,2.5,2,1.5,2,1,1,1,1,1,1,1,1,2,1,1.5
"BMP2K",1,1,1,2.5,1,1.5,1,1,1,2,0.5,1,1.5,1.5,1,2.5,1.5,0.5,1,1,0.5,1,1,1,1.5,0.5,2,2,1,0.5,1,1,3,0.5,1,1,2,0.5,2,1,0.5,1,1,0.5,1,0.5,1,1,1,0.5
"BMP4",1,1,1,3,1,1.5,1,1,1,1.5,0.5,1,2,1,1,1.5,1,0.5,1,1,1,1,1,1,2,1,1,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,1,1,1.5,0.5,2,1,1
"BMP5",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1,1,1,1,1,2.5,1,2,1,2.5,2,1,1,1,1,2,1.5,1.5,3.5,3,1.5,1.5,1,1.5,1,1,1,1,1,1,2,1,1
"BMP6",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1,1,1,1,1,2,1,2,1,3,2,1,2.5,1.5,1,2,2.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"BMP8A",1,1,1,2,1,2,2,1,1,2,1,1,1.5,1,1,1.5,0.5,1,1,1,1,1,1.5,1,2,1,2,1.5,0.5,1,1,1,2,1,1,2,2,1,1.5,0.5,1,1,1.5,1.5,1,1,0.5,1,1,1
"BMP8B",1,1,1,2,1,2,2,1,1,2,1,2,1.5,1,1,1.5,0.5,1,1,1,1,1,1.5,1,2,1,2,1.5,0.5,1,1,1,2,1,1,2,2,1,1.5,0.5,1,1,1.5,1.5,1,1,0.5,1,1,1
"BMPER",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,2,1,1,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"BMPR1A",0.5,1,1,2,1,2,1.5,1,1,2,1,0.5,1.5,1,1,2.5,1,1,0.5,1,0.5,1,1.5,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1.5,3,0.5,1,1,0.5,1,1,1,1,0.5,1,2,1,1
"BMPR1B",1,1,1,2.5,1,1.5,1,1,1,2,0.5,1,1.5,1.5,1,1.5,0.5,0.5,1,1,0.5,1,1,1,1.5,0.5,2,2,1,0.5,1,1,3,0.5,1,1,2,1,2,1,0.5,1,1,0.5,1,0.5,1,1,1,0.5
"BMPR2",1,1,1,2,1,2,1.5,1.5,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,2,1,2.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"BMS1",1,1,1,2,1,2,2.5,1,1,2,1,1,1.5,1,1,2.5,1,1,1,1,1,1,1.5,1,2,1,1.5,3.5,1,1,1,1,2,2,1,1.5,3,1,1.5,1,0.5,1,1,1,1,0.5,1,2,1,1
"BMS1P1",1,1,1,2,1,2,2.5,1,1,2,1,1,1.5,1,1,2.5,1,1,1,1,1,1,1.5,1,2,1,1.5,3.5,1,1,1,1,2,2,1,1.5,3,1,1.5,1,0.5,1,1,0.5,1,0.5,1,2,1,1
"BMS1P10",1,1,1,1,1,1.5,2,1,1,1.5,1,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1.5,2,1,0.5,1,1,2,1.5,1,1.5,2,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1
"BMT2",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2,1,1,0.5,1.5,1,1,2.5,1,3,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"BMX",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,2,1,1,2.5,1,0.5,0.5,1,2,1,1,1,1,0.5,2,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,0.5,1
"BNC2",1,1,1,2.5,1,1.5,1,1,1,2,0.5,1,1.5,1.5,1,1.5,1,1,1,1,1,1,2,1,1,1,1.5,2,1,0.5,1,1,2,1.5,1,2,2,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1
"BNIP1",1.5,1,1.5,3,1.5,2,2,1.5,1,2,1,1.5,3,2,0.5,2,1,1,1,1.5,1,1.5,1,1,2,1,2,2.5,1,1,1.5,1,2,1.5,1,2,2,1,1,1,1,1.5,1.5,1.5,1,1,1,2.5,1,1
"BNIP2",1,1,1,2.5,1,2,1,1,1,2,1,1,1.5,1.5,1,1.5,1,1,1,1,2,1,1.5,1,2,1,2,2.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,0.5,1,1,1,1,1,1,2,1,1
"BNIP3",0.5,1,1,2,1,2,1.5,1,1,2,1,1,1.5,1.5,1,2.5,1,1,0.5,1,0.5,1,1,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1.5,3,1,1,1,0.5,1,1,1,1,0.5,1,2,1,1
"BNIP3L",1,1,0.5,1,1,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,2.5,1,0.5,1,1,1,1,0.5,0.5,1,3,0.5,0.5,1,1,1,1,1,1,0.5,1.5,0.5,0.5,0.5,0.5,1,0.5,0.5
"BNIP3P1",1,1,1,3,1,1.5,1,1,1,1.5,1.5,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1,1,1.5,2,1.5,2,1,1,1,0.5,1,1,1.5,0.5,2,1,1
"BNIPL",4.5,1,2,2.5,1.5,6,2.5,1.5,1,2.5,1,1.5,3,2,1,4,2,1.5,3,2,1.5,1.5,1.5,1,3,1.5,3,2.5,1.5,2,1,1,2,2.5,2,4,3,1,2.5,1.5,2,3,1.5,1,1.5,1,1.5,2,1.5,1
"BOC",1,1,1,2.5,1,2,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,2,1,2,1,2.5,1.5,1,1,1.5,1,2,2.5,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"BOD1",1.5,1,1.5,3,1.5,2,2,1.5,1,2,1,1.5,3,2,0.5,2,1,1,1,1.5,1,1.5,1,1,2,1,2,2.5,1,1,1.5,1,2,1.5,1,2,2,1,1,1,1,1.5,1.5,1.5,1,1,1,2.5,1,2
"BOD1L1",1,1,1,2.5,1,1.5,2,1,1,1,1,1,1.5,2.5,1,2.5,1.5,1,1,1,0.5,1,2,1,2,1,2,2,1,1,1,1,4.5,1.5,1,2,2,1,2,1,0.5,1,1,1,1,1,1,2,1,1
"BOK",1,1,1,2,1,2,1.5,1.5,1,2,1,0.5,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,2,0.5,1.5,2.5,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"BOK-AS1",1,1,1,2,1,2,1.5,1.5,1,2,1,0.5,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,2,0.5,1.5,2.5,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"BOLA1",4.5,1,2,2.5,1.5,6,2.5,1.5,1,2.5,1,1.5,3,2,1,4,2,1.5,3,2,1.5,1.5,1.5,1,3,1.5,3,2.5,1.5,2,1,1,2,2.5,2,4,3,1,2.5,1.5,2,3,1.5,1,1.5,1,1.5,2,1.5,1
"BOLA3",1,1,1,2.5,1,2,3,1,1,2,1,1,1.5,1.5,1,2.5,1,1,0.5,1,1,1,2,1,2,1,1.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"BOLA3-AS1",1,1,1,2.5,1,2,3,1,1,2,1,1,1.5,1.5,1,2.5,1,1,0.5,1,1,1,2,1,2,1,1.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"BOP1",3,1,4.5,3,1,6,3.5,1,1,3,2.5,1,5.5,2,1,3,1,1,1,2.5,1,2,2.5,1,3,1,3,2,1,2,1.5,1,3,2,2,5.5,3,1,1.5,1,1,2,1.5,1.5,2.5,1.5,1.5,4.5,1,1
"BORA",0.5,1,1,0.5,1,0.5,2,1,1,1,0.5,1,1.5,0.5,1,1,1,1,1,1,0.5,1,2,1,1,1,1.5,1.5,1,1,0.5,1,2,2.5,1,2.5,2,1,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5
"BORCS5",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1.5,1.5,1.5,1,2,1,1,1,1,0.5,1,1,1,1.5,1,2.5,2,0.5,1,0.5,1,2,1,1,1.5,2,0.5,1.5,1,1,1,0.5,2.5,1,1,1,2,1,1
"BORCS6",1,1,0.5,2,0.5,2,1,1,1,1,0.5,0.5,1,1,0.5,2.5,0.5,0.5,0.5,1,0.5,1,1,1,1,0.5,1,2.5,0.5,0.5,0.5,1,2,1,1,1,2,0.5,1,1,0.5,1,1,0.5,1,0.5,1,1,1,0.5
"BORCS7",0.5,1,1,2,1,2,1.5,1,1,2,1,0.5,1.5,1.5,1,2.5,1,1,0.5,1,1,1,1.5,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1.5,3,0.5,1,1,0.5,1,1,1,1,0.5,1,2,1,0.5
"BORCS8",0.5,1,1,3,1,1.5,2,1,1,2.5,4,1,2,2,1,4.5,1,1,1,1.5,1,1,1.5,1,1,1,2,2.5,1,1,1,1,3,1.5,1,1.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"BPGM",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,0.5,1.5,1.5,1,2,1,1,1.5,1.5,1,1,2,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"BPHL",1,1,1,4,1,2.5,2,1,1,2,1,1.5,3,2,1,2,2,1,1,1,1,1,2,1,2,1,3,2,1,2.5,1.5,1,2,2.5,1.5,3.5,3,1.5,2.5,1,1.5,1,1,1,1,1,1,2,1,1
"BPIFB2",1,1,1,2.5,1,2,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,1,1,2,1,2,1,3,2.5,1.5,1,1.5,1,2,2.5,1,2.5,2,1.5,2,1,1,1,1,1,1,1,1,2,1,1.5
"BPNT1",0.5,1,2,2.5,1.5,2,3,1.5,1,2.5,1,2.5,3,2,1,4,2,0.5,2,2,1.5,1.5,2.5,1,3,1,2.5,2.5,1.5,2,1,1,2,2.5,2,4,3,1,3,1.5,2,3,1.5,1,1.5,1,2,2,1.5,1
"BPNT2",1,1,5,2,1,2,3.5,1,1,2,1.5,1,4,2,1,2,1,1,1,3,1,1.5,3,1,3,1,3,2,1,2,1.5,1,3,0.5,1,4.5,3,1,1.5,1,1,2,1.5,1,1.5,1,1.5,2,1,1
"BPTF",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1.5,2.5,1,1.5,1.5,1,1.5,1,2.5,1,2,2,2.5,2.5,1,2,1,1,2,2,1,1.5,2,1,1,1,1.5,1,1,1,1,1,1,2,1,1
"BRAF",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,0.5,1.5,1.5,1,2,1,1,1.5,1.5,1,1,2,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"BRAP",1,1,1,3.5,0.5,1.5,1.5,1,1,2,1,1,2,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,2,2,1,1.5,1,1,1.5,1,1,1,1.5,1.5,1,1,1,2,1,1
"BRAT1",1,1,1,2.5,1.5,1.5,3,1,1.5,2,1,1,1.5,3,1,2.5,1,1,0.5,1.5,1,1,3.5,1,1,1.5,2,3.5,1,2,1.5,1,4.5,2,1.5,2,4,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"BRCA1",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1,2.5,1,1.5,1,1,1,1,2.5,1,2,1,2,2.5,1,1,1,1,2,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,2,1,1
"BRCA2",1,1,1,1.5,1,0.5,2,1,1,1,0.5,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1.5,1.5,1,1,0.5,1,2,1.5,1,2.5,2,1,1,1,1,1,1,1,1,1,0.5,1,1,1
"BRCC3",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,0.5,1,1,0.5,0.5,1,1,2,1,1,2.5,1,1.5,0.5,1,2,1,1,1,1,0.5,1.5,0.5,1,1,0.5,0.5,1,0.5,1,1,0.5,1
"BRD1",1,1,1,3,1.5,1.5,2,1,1,2,1,0.5,1.5,2,1,1,1.5,1,0.5,1,0.5,1,2,1,2,0.5,2,1.5,1,1,1,1,2,3,1,2,2,1,3.5,1,0.5,1,1,0.5,1,0.5,1,2,1,0.5
"BRD2",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,1.5,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,1,1,1.5,1,1,1,1,1,1,2,1,1
"BRD3",1,1,1,1.5,1,1.5,2,1,1,1.5,1,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1,1,1,0.5,1.5,2,1,0.5,0.5,1,2,1.5,1,1.5,2,1,1,0.5,1,1,1.5,2,1,1,0.5,1,1,1.5
"BRD3OS",1,1,1,1.5,1,1.5,2,1,1,1.5,1,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1,1,1,0.5,1.5,2,1,0.5,0.5,1,2,1.5,1,1.5,2,1,1,0.5,1,1,1.5,2,1,1,0.5,1,1,1.5
"BRD4",0.5,1,1,3,1,4,2,1,1,1.5,0.5,1,2,2,1,4.5,1,1,1,1.5,1,1,1,1,7.5,0.5,2,2.5,1,1,1,1,3,1.5,1,1.5,2,1,2.5,1,1,1,1,1,1,1,1,2,1,1
"BRD7",0.5,1,1,2,1,2,2,1,1,1,0.5,0.5,1.5,1.5,1,1,0.5,1,1,1,1,1,1.5,1,2,1,2,2,0.5,1,0.5,1,2,2,1,2,1,1,1.5,0.5,0.5,1,1,1,1,0.5,1,1,1,1
"BRD8",1.5,1,1.5,3,1.5,2,2,1.5,1,2,1,1.5,3,2,0.5,2.5,1,1,1,1.5,1,1.5,1.5,1,2,1,2,2.5,1,1,1.5,1,2,1.5,1,2,2,1,1,1,1,1.5,1.5,1.5,1,1,1,2.5,1,1
"BRD9",1.5,1,1.5,4,1.5,2,3,1,1,2,2.5,1.5,2,2,1,2.5,1,1.5,1.5,1.5,1,1,2,1,2,1,2,2.5,1.5,1,1,1,2,1.5,1,2,2,1,2,1,1,1.5,1.5,1,1,1,1,3,1,1
"BRF1",1,1,1,1,1,1.5,1,1,1,1,1,1.5,2,1.5,1,1.5,1,0.5,1,1,1,1,1,1,2,1,0.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,0.5,0.5,1.5,0.5,2,1,1
"BRF2",1,1,0.5,1,1,2,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,2.5,1,1,1,1,1,1,2,0.5,1,3,0.5,0.5,1,1,1,1,1,1,0.5,1.5,0.5,0.5,0.5,0.5,1,0.5,1
"BRI3",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2,1,1,1,1.5,0.5,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"BRI3BP",1,1,1,3.5,0.5,1.5,1,1,1,2,1,1,2,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,3,2,1,1,1,1,2,2,1,1.5,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1
"BRICD5",1,1,1,2,1,2,2,1,1,2,0.5,1,1.5,1.5,1,2.5,0.5,1,1,1,1,1,2,1,2,1,2,2,0.5,1,0.5,1,2,2,1,2,1,1,2,0.5,0.5,1,1,1,1,0.5,1,2,1,1.5
"BRINP1",1,1,1,1.5,1,1.5,2,1,1,1.5,1,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1.5,2,1,0.5,0.5,1,2,1.5,1,1.5,2,1,1,0.5,1,1,1,1,1,1,0.5,0,1,1
"BRINP2",4.5,1,2,2.5,1.5,2,2.5,1.5,1,2.5,1,1.5,3,2,1,4,2,1.5,3,2,1.5,1.5,1.5,1,3,1.5,4.5,2.5,1,2,1,1,2,2.5,2,4,3,1,2.5,1.5,2,3,1.5,1.5,1.5,1,1,2,1.5,1
"BRIP1",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1.5,2.5,1,1.5,1.5,1,1.5,1,2.5,1,2,2,1.5,2.5,2,2,1,1,2,2,1,1.5,2,1,1,1,1.5,1,1,1,1,1,1,2,1,1
"BRIX1",1.5,1,1.5,4,1.5,2,2,1,1,2,3,1,2,2,1,2.5,1,1,1.5,1.5,1,1,2,1,2,1.5,2,2.5,1,1,1,1,2,1.5,1,2,2,1,2,1,1,1.5,1.5,1,1,1,1,3,1,1
"BRK1",1,1,1,1.5,1,2,2,1,1,2,1,1,2,2,1,1.5,1,1,1,1,1,1,2,1,2,1,2.5,2.5,1,1,1.5,1,2,3,1,2,2,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1.5
"BRMS1",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,2,1,2,1.5,2,1.5,1,1,1,1,2,1.5,1,2.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"BRMS1L",1,1,1,3,1,1.5,1,1,1,1.5,1.5,1,2,1,1,1.5,1,1,1,1,1,1,1.5,1,2,1,1,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1.5,1,1,1,0.5,1,1,1.5,0.5,2,1,1
"BROX",0.5,1,2,2.5,1.5,2,3,1.5,1,2.5,1,2.5,3,2,1,4,2,0.5,2,2,1.5,1.5,2.5,1,3,1,2.5,2.5,1.5,2,1,1,2,2.5,2,4,3,1,3,1.5,2,3,1.5,1,1.5,1,2,2,1.5,1
"BRPF1",1,1,1,1.5,1,2,2,1,1,2,1,1,2,2,1,1.5,1,1,1,1,1,1,2,1,2,1,2.5,2.5,1,1,1.5,1,2,3,1,2,2,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1
