"","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100"
"BANP",0.5,1,1,2,1,2,1,1,1,1,0.5,0.5,1.5,1.5,1,1,0.5,1,1,1,1,1,1,1,2,1,2,2,0.5,1,0.5,1,2,2,1,2,1,1,1.5,0.5,0.5,1,1,1,1,0.5,1,1,1,1
"BAP1",1,1,1,1.5,1,2,2,1,1,2,1,1.5,2,1,1,1.5,1,1,1,1,1,1,2,1,2,1,2.5,1.5,1,1,1.5,1,2,2.5,1,2,2,1,1.5,1,1,1,1,1.5,1,1,1,2,1,1
"BARD1",1,1,1,2,1,2,1.5,1.5,1,2,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,2,0.5,2.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"BASP1",1.5,1,1.5,4,1.5,2,2,1,1,2,1.5,1,2,2,1,2.5,1,1.5,1.5,1.5,1,1.5,2,1,2,1.5,2,2.5,1,1,1,1,2,1.5,1,2,2,1,2,1,1,1.5,1.5,1,1,1,1,3,1,1
"BATF",1,1,1,1,1,1.5,1,1,1,1.5,0.5,1,2,1,1,1.5,1,0.5,1,1,1,1,1,1,2,1,2.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,2,1,1
"BATF2",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,2,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"BATF3",0.5,1,2,2.5,1.5,2,3,1.5,1,2.5,1,2.5,3,2,1,4,2,1,2,2,1.5,1.5,4,1,3,1,4.5,2.5,1.5,2,1,1,2,2.5,2,4,3,1,3,1.5,2,3,1.5,1,1.5,1,2,2,1.5,1
"BAX",1,1,1,3,1,2.5,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1,2,2.5,1.5,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"BAZ1A",1,1,1,3,1,1.5,1,1,1,1.5,1.5,1,2,1,1,1.5,1,1,1,1,1,1,1.5,1,2,1,1,1.5,1,1,1,1,2,1,1,1.5,2,1.5,2,1,1,1,0.5,1,1,1.5,0.5,2,1,1
"BAZ1B",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,3,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1.5
"BAZ2A",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,2,2,1,1.5,2,1,1.5,1,1,1,1,1.5,1,1,1,2,1,1
"BAZ2B",1,1,1,2.5,1,2,3.5,1.5,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,1.5,1,3.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"BBC3",1,1,1,3,1,1.5,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1,2,2.5,1,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,0.5,1,1,1,1,2,1,1
"BBIP1",0.5,1,1,2,1,2,1.5,1,1,2,1,1,1.5,1.5,1,2.5,1,1,0.5,1,1,1,1,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1.5,3,0.5,1,1,0.5,1,1,1,1,0.5,1,2,1,1
"BBOF1",1,1,1,1,1,1.5,1,1,1,1.5,0.5,1,2,1,1,1.5,1,0.5,1,1,1,1,1,1,2,1,1.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,1,0.5,0.5,0.5,2,1,1.5
"BBOX1",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2.5,2,1,1.5,1,1,1,1,1.5,1,1,1,2,1,1
"BBS10",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,1,2,1,1.5,2,1,1.5,1,1,1,1,1.5,1,1,1,2,1,1
"BBS12",1,1,1,2.5,1,1.5,1,1,1,2,0.5,1,1.5,1.5,1,1.5,0.5,1,1,1,1.5,1,1,1,1.5,1,2,2,1,1,1,1,3,1.5,1,1.5,2,1,1,0.5,0.5,1,1,0.5,1,0.5,1,1,1,1
"BBS2",0.5,1,1,2,1,2,2,1,1,1,0.5,0.5,1.5,1.5,1,1,0.5,0.5,1,1,1,1,1.5,1,2,1,2,2,0.5,1,0.5,1,2,1,1,2,1,1,1.5,0.5,0.5,1,1,1,1,0.5,1,1,1,1
"BBS4",1,1,1,2.5,1,2,1,1,1,2,1,1,1.5,1.5,1,1.5,1,1,1,1,1.5,1,1.5,1,2,1,2,2.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,0.5,1,1,1,1,1,1,2,1,1
"BBS5",1,1,1,2.5,1,2,3.5,1.5,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,1.5,1,2.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"BBS7",1,1,1,2.5,1,1.5,1,1,1,2,0.5,1,1.5,1.5,1,1.5,0.5,1,1,1,1.5,1,1,1,1.5,1,2,2,1,1,1,1,3,1.5,1,1.5,2,1,1,0.5,0.5,1,1,0.5,1,0.5,1,1,1,0.5
"BBS9",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,3.5,1,1,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"BBX",1,1,1,2.5,1,2,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,3,1,2,1,2.5,1.5,1,1,1.5,1,2,2.5,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"BCAM",1,1,1,3,1,1.5,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1,2,2.5,1,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"BCAP29",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2,1,1,1,1.5,1,1,2.5,1,3,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"BCAP31",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,0.5,1,1,0.5,0.5,1,1,2,1,1,2.5,1,1.5,0.5,1,2,1,1,1,1,0.5,1.5,0.5,1,1,0.5,0.5,1,0.5,1,1,0.5,1
"BCAR1",0.5,1,1,2,1,2,2,1,1,1,0.5,0.5,1.5,1.5,1,1,0.5,0.5,1,1,1,1,1,1,2,1,2,2,0.5,1,0.5,1,2,1,1,2,1,1,1,0.5,0.5,1,1,1,1,0.5,1,1,1,1
"BCAR3",2.5,1,1,2,1,1,2,1,1,2,1,2,1.5,1,1,1.5,0.5,1,1,1,1,1,2,1,2,1,2,2.5,1,1,1,1,2,2,1,2,2,1,1.5,0.5,1,1,1.5,1,1,1,1,2,1,1
"BCAR3-AS1",2.5,1,1,2,1,1,2,1,1,2,1,2,1.5,1,1,1.5,0.5,1,1,1,1,1,2,1,2,1,2,2.5,1,1,1,1,2,2,1,2,2,1,1.5,0.5,1,1,1.5,1,1,1,1,2,1,1
"BCAS1",1,1,1,2.5,1,2,2,1,1,2,1,1,2,2,1,7,1,1,1,1.5,1.5,1,2,1,2,1,4,2.5,1.5,1,1.5,1,2,2.5,1,2.5,2,1.5,2,1.5,1,1,1,1,1,1,1,2,1,1.5
"BCAS2",2.5,1,1,2,1,1,2,1,1,2,1,2,1.5,1,1,1.5,0.5,1,1,1,1,1,2,1,2,1,1,2.5,1,1.5,1,1,2,2,1,2,2,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1
"BCAS3",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1.5,2.5,1,1.5,1.5,1,1.5,1,2.5,1,2,1.5,1.5,2.5,2,2,1,1,2,2,1,1.5,2,1,1,1,1.5,1,1,1,1,1,1,2,1,1
"BCAS4",1,1,1,2.5,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1.5,1.5,1,2,1,2,1,4,2.5,1.5,1,1.5,1,2,2.5,1,2.5,2,1.5,2,1.5,1,1,1,1,1,1,1,2,1,1.5
"BCAT1",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,0.5,1,2,1,1.5,1,2,2,1,1,0.5,1,2,1,1,1.5,2,0.5,1.5,1,1,1,0.5,1,1,1,1,2,1,1
"BCAT2",1,1,1,3,1,2.5,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1,2,2.5,1.5,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"BCCIP",0.5,1,1,2,1,2,1.5,1,1,2,1,1,1.5,1.5,1,2.5,1,1,0.5,1,0.5,1,1,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1.5,3,1,1,1,0.5,1,1,1,1,0.5,1,2,1,1
"BCDIN3D",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,2,2,1,1.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"BCHE",1,1,1,2.5,1,2,2,1,1,2,1,1,2,1,1,1.5,1,1.5,1,1,1,1,1.5,1,2,1,2.5,2,1,1,1.5,1,2,2.5,1,2,2,1,2,1,1,1,1,1.5,1,1.5,1,2,1,2.5
"BCKDHB",1,1,1,1.5,1,1,2,1,1,2,1,1,1,1,1,2,0.5,1,0.5,1,1,0.5,2.5,1,2,1,1.5,1,0.5,1,0.5,1,1,1.5,0.5,1.5,1,1.5,0.5,1,0.5,1,1,1,0.5,1,0.5,2,1,1
"BCKDK",1,1,1,2,1,2,2,1,1,2,0.5,1,1.5,1.5,1,2.5,0.5,1,1,1,1,1,2.5,1,2,1,3,2,0.5,1,0.5,1,2,2,1,2,1,1,2,0.5,0.5,1,1,1,1,0.5,1,2,1,1
"BCL10",2.5,1,1,2,1,1,2,1,1,2,1,2,1.5,1,1,1.5,0.5,1,1,1,1,1,2,1,2,1,2,2.5,1,1,1,1,2,2,1,2,2,1,1.5,0.5,1,1,1.5,1,1,1,1,2,1,1
"BCL11A",1,1,1,2.5,1,2,3,1,1,2,1,1,1.5,1.5,1,2.5,1,1,0.5,1,1,1,3,1,2,1,1.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1.5,1,0.5,1,2,1,1
"BCL11B",1,1,1,1,1,1.5,1,1,1,1.5,0.5,1,2,1.5,1,1.5,1,1,1,1,1,1,1,1,2,0.5,1.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,0.5,0.5,1.5,0.5,2,1,1
"BCL2",1,1,1,1.5,1,1.5,1.5,1,1,2,1,0.5,2,1,1,2.5,1,1,1,1,1,1,1,1,2,1.5,1,2,1,1,1,1,2,1.5,1,2,2,1,1,0.5,1,1,1,1,1,1,1,2,1,1
"BCL2A1",1,1,1,2.5,1,2,1,1,1,2,1,0.5,1.5,1.5,1,1.5,1,1,1,1,1.5,1,1.5,1,2,1,3,2.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,0.5,1,1,1,1,1,1,2,1,0.5
"BCL2L1",1,1,1,2.5,1,2,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,1,1,2,1,2,1,3,2.5,1.5,1,1.5,1,2,2.5,1,2.5,2,1.5,2,1,1,1,1,1,1,1,1,2,1,1.5
"BCL2L10",0.5,1,1,2.5,1,2,1,1,1,2,1,1,1.5,1.5,1,1.5,1,1,1,1,2,1,1.5,1,2,1,2,2.5,1,1,1,1,2,1.5,1,2,2,1,2,1,0.5,1,0.5,1,1,1,1,2,1,1
"BCL2L11",1,1,1,2.5,1,2,2,1,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,1.5,1,1.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"BCL2L12",1,1,1,3,1,2.5,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1,2,2.5,1.5,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,0.5,1,1,1,1,2,1,1
"BCL2L13",1,1,1,3,1,1.5,2,1,1,2,1,1,1.5,2,1,1,1,1,1,1,0.5,1,2,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,2.5,1,0.5,1,1,0.5,1,0.5,1,2,1,1
"BCL2L14",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1.5,1.5,1.5,1,2,1,1,1,1,0.5,1,1,1,1.5,1,2,2,0.5,1,0.5,1,2,1,1,1.5,2,0.5,1.5,1,1,1,0.5,1,1,1,1,2,1,1
"BCL2L2",1,1,1,3,1,1.5,1,1,1,1.5,0.5,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1.5,2,1.5,1,1,1,1,2,2.5,1,1.5,2,1.5,1.5,1,1,1,0.5,1,1,1.5,0.5,2,1,1
"BCL3",1,1,1,3,1,1.5,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1,2,2.5,1,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"BCL6",1,1,1,2.5,1,2,2,1,1,2,1,1,2,1,1,1.5,1,1.5,1,1,1,1,1.5,1,2,1,3,2,1,1,1.5,1,2,2.5,1,2,2,1,1.5,1,1,1,1,2,1,0.5,1,2,1,2.5
"BCL6B",1,1,0.5,2,0.5,2,1,1,1,1,0.5,1,1,1,0.5,2.5,0.5,0.5,0.5,1,0.5,1,1,1,1,0.5,1,2.5,0.5,0.5,0.5,1,2,1,1,1,2,0.5,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5
"BCL7A",1,1,1,3.5,0.5,1.5,1.5,1,1,2,1,1,2,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,2,2,1,1.5,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1
"BCL7B",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,3,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1.5
"BCL7C",1,1,1,2,1,2,2,1,1,2,0.5,1,1.5,1.5,1,2.5,0.5,1,1,1,1,1,2.5,1,2,1,3,2,0.5,1,0.5,1,2,2,1,2,1,1,2,0.5,0.5,1,1,1,1,0.5,1,2,1,1
"BCL9",4.5,1,2,2.5,1.5,6,2.5,1.5,1,2.5,1,1.5,3,2,1,4,2,1.5,1,2,1.5,1.5,1.5,1,3,1.5,3,2.5,1.5,2,1,1,2,2.5,2,4,3,1,2.5,1.5,2,3,1.5,1,1.5,1,1.5,2,1.5,1
"BCL9L",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,1,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"BCLAF1",1,1,1,1.5,1,1,2,1,1,2,1,1,1,1,1,1.5,0.5,1,0.5,1,1,0.5,1.5,1,2,1,1.5,1,0.5,1,0.5,1,2,1.5,0.5,1.5,1,1.5,1.5,1,0.5,1,0.5,1,0.5,1,0.5,2,1,1
"BCLAF3",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,3,0.5,1.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,2,1,1,2.5,1,0.5,0.5,1,2,1,1,1,1,0.5,2,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,0.5,1
"BCO1",0.5,1,1,2,1,2,2,1,1,1,0.5,0.5,1.5,1.5,1,1,0.5,0.5,1,1,1,1,1,1,2,1,2,2,0.5,1,0.5,1,2,1,1,2,1,1,1,0.5,0.5,1,1,1,1,0.5,1,1,1,1
"BCO2",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"BCOR",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,2,1,1,2.5,1,0.5,0.5,1,2,1,1,1,1,0.5,2,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,0.5,1
"BCORL1",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,0.5,1,1,0.5,0.5,1,1,2,1,1,2.5,1,1.5,0.5,1,2,1,1,1,1,0.5,1.5,0.5,1,1,0.5,0.5,1,0.5,1,1,0.5,1
"BCR",1,1,1,3,1.5,1.5,2,1,1,2,1,1,1.5,2,1,1,1,1,1.5,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,2.5,1,0.5,1,1,0.5,1,0.5,1,2,1,1
"BCS1L",1,1,1,2,1,2,1.5,1.5,1,2,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,2,0.5,2.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"BDH1",1,1,1,2.5,1,2,2,1,1,2,1,1,2,1,1,1.5,1,1.5,1,1,1,1,1.5,1,2,1,3,2,1,1,1.5,1,2,2.5,1,2,2,1,2,1,1,1,1,1.5,1,0.5,1,2,1,2.5
"BDH2",1,1,1,2.5,1,1.5,1,1,1,2,0.5,1,1.5,1.5,1,1.5,0.5,0.5,1,1,0.5,1,1,1,1.5,0.5,1,2,1,0.5,1,1,3,1.5,1,1,2,1,2,0.5,0.5,1,1,0.5,1,0.5,1,1,1,0.5
"BDKRB2",1,1,1,1,1,1.5,1,1,1,1.5,0.5,1,2,1.5,1,1.5,1,1,1,1,1,1,1,1,2,1,1.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,0.5,0.5,1.5,0.5,2,1,1
"BDNF-AS",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2.5,2,1,1.5,1,1,1,1,1.5,1,1,1,2,1,1
"BDP1",1.5,1,1.5,2,1.5,2,2,1,1,2,1,0.5,2,2,1,2.5,1,1,1,1.5,1,0.5,1.5,1,2,1,2,2.5,1,1,1.5,1,2,1.5,1,2,2,1,1,1,1,1.5,1.5,0.5,1,1,1,1.5,1,1
"BEAN1",0.5,1,1,2,1,2,2,1,1,1,0.5,0.5,1.5,1.5,1,1,0.5,0.5,1,1,1,1,1,1,2,1,2,2,0.5,1,0.5,1,2,1,1,2,1,1,1,0.5,0.5,1,1,1,1,0.5,1,1,1,1
"BECN1",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1,2.5,1,1.5,1,1,1,1,2.5,1,2,1,2,2.5,1,1,1,1,2,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,2,1,1
"BEGAIN",1,1,1,1,1,1.5,1,1,1,1.5,0.5,1,2,1.5,1,1.5,1,1,1,1,1,1,1,1,2,1,1.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,0.5,0.5,1.5,0.5,2,1,1
"BEND3",1,1,1,1.5,1,1,2,1,1,2,1,1,1,1,1,1,0.5,1,0.5,1,1,0.5,1.5,1,2,1,1.5,1,0.5,1,0.5,1,1,1.5,0.5,1.5,1,1.5,1.5,1,0.5,1,0.5,1,0.5,1,0.5,2,1,1
"BEND3P1",1,1,1,2,1,2,2.5,1,1,2,1,1,1.5,1,1,2.5,1,1,1,1,1,1,1.5,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1.5,3,1,1.5,1,0.5,1,1,1,1,0.5,1,2,1,1
"BEND4",1,1,1,2.5,1,1.5,2,1,1,2,2.5,1,1.5,2.5,1,2.5,1.5,1,1,1,0.5,1,2,1,2,1,2,2,1,1,1,1,3,1.5,1,2,2,1,2,1,0.5,1,1,1,1,1,1,1,1,1
"BEND5",2.5,1,1,2,1,2,2,1,1,2,1,2,1.5,1,1,1.5,0.5,1,1,1,1,1,1.5,1,2,1,2,1.5,0.5,1.5,1,1,2,2,1,2,2,1,1.5,0.5,1,1,1.5,1,1,1,1,2,1,1
"BEND7",1,1,1,2,1,2,4,1,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,2,1,1.5,3.5,1,1,1,1,2,2,1,2,2,1,4.5,1,1.5,1,1,1,1,1,1,2,1,1
"BEST1",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,2,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"BET1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2,1,1,2.5,1.5,0.5,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"BET1L",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"BEX1",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,0.5,1,1,0.5,0.5,1,1,2,1,1,2.5,1,1.5,0.5,1,2,1,1,1,1,0.5,1.5,0.5,1,1,0.5,0.5,1,0.5,1,1,0.5,1
"BEX2",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,0.5,1,1,0.5,0.5,1,1,2,1,1,2.5,1,1.5,0.5,1,2,1,1,1,1,0.5,1.5,0.5,1,1,0.5,0.5,1,0.5,1,1,0.5,1
"BEX3",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,0.5,1,1,0.5,0.5,1,1,2,1,1,2.5,1,1.5,0.5,1,2,1,1,1,1,0.5,1.5,0.5,1,1,0.5,0.5,1,0.5,1,1,0.5,1
"BEX4",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,0.5,1,1,0.5,0.5,1,1,2,1,1,2.5,1,1.5,0.5,1,2,1,1,1,1,0.5,1.5,0.5,1,1,0.5,0.5,1,0.5,1,1,0.5,1
"BEX5",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,0.5,1,1,0.5,0.5,1,1,2,1,1,2.5,1,1.5,0.5,1,2,1,1,1,1,0.5,1.5,0.5,1,1,0.5,0.5,1,0.5,1,1,0.5,1
"BFAR",1,1,1,2,1,2,2,1,1,2,0.5,1,1.5,1.5,1,2.5,0.5,1,1,1,1,1,2.5,1,2,1,2,2,0.5,1,0.5,1,2,2,1,2,1,1,2,0.5,0.5,1,1,1,1,0.5,1,2,1,1.5
"BFSP1",1,1,0.5,2.5,1,2,2,1,1,2,1,1,2,2,1,2.5,1,0.5,1,1.5,1,1,2,1,2,1,3,2.5,1.5,1,1.5,1,2,2.5,1,2.5,2,1.5,2,1,1,1,1,1,1,1,1,2,1,0.5
"BGN",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,0.5,1,1,0.5,0.5,1,1,2,1,1,2.5,1,1.5,0.5,1,2,1,1,1,1,0.5,1.5,0.5,1,1,0.5,0.5,1,0.5,1,1,0.5,1
"BHLHA15",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2,1,1,1,1.5,0.5,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"BHLHA9",1,1,0.5,2,0.5,2,1,1,1,1,0.5,1,1,1,0.5,2.5,0.5,0.5,0.5,1,0.5,1,1,1,2,0.5,1,2.5,0.5,0.5,1,1,2,1,1,1,2,0.5,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5
"BHLHE22",1.5,1,5,2,1,2,3.5,1,1,3,1.5,1,5,2,1,2,1,1,1,3,1,2,3,1,3,1,3,2,1,2,1.5,1,3,2,1,6,3,1,1.5,1,1,2,1.5,1,1.5,1,1.5,4.5,1,1
"BHLHE40",1,1,1,1.5,1,2,2,1,1,2,1,1,2,2,1,1.5,1,1,1,1,1,1,2,1,2,1,1.5,2.5,1,1,1.5,1,2,1,1,2,2,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1
"BHLHE40-AS1",1,1,1,1.5,1,2,2,1,1,2,1,1,2,2,1,1.5,1,1,1,1,1,1,2,1,2,1,1.5,2.5,1,1,1.5,1,2,1,1,2,2,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1
"BHLHE41",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,0.5,1,2,1,1.5,1,2,2,1,1,0.5,1,2,1,1,1.5,2,0.5,1.5,1,1,1,0.5,1,1,1,1,2,1,1
"BHMT",1.5,1,1.5,2,1.5,2,2,1,1,2,1,1.5,2,2,1,2.5,1,1,1,1.5,1,0.5,1.5,1,2,1,2,2.5,1,1,1.5,1,2,1.5,1,2,2,1,1,1,1,1.5,1.5,0.5,1,1,1,1.5,1,1
"BHMT2",1.5,1,1.5,2,1.5,2,2,1,1,2,1,1.5,2,2,1,2.5,1,1,1,1.5,1,0.5,1.5,1,2,1,2,2.5,1,1,1.5,1,2,1.5,1,2,2,1,1,1,1,1.5,1.5,0.5,1,1,1,1.5,1,1
"BICC1",1,1,1,2,1,2,1.5,1,1,2,1,1,1.5,1,1,2.5,1,1,1,1,1,1,1.5,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1.5,3,1,1,1,0.5,1,1,1,1,0.5,1,2,1,1
"BICD1",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,0.5,1,2,2,1,1.5,2,0.5,2.5,1,1,1,0.5,1,1,1,1,2,1,1
"BICD2",1,1,1,1.5,1,1.5,2,1,1,1.5,1,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1.5,2,1,0.5,0.5,1,2,1.5,1,1.5,2,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1
"BICDL1",1,1,1,3.5,0.5,1.5,1.5,1,1,2,1,1,2,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,1,2,1,1,1,1,2,2,1,1.5,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1
