,status,gene,N,n_aneup,cna,mean_b_scaling,sd_b_scaling,mean_b_deviation,sd_b_deviation,z_comp,p_value,mean_phi,Rhat_b_deviation,ess_b_deviation,covar_levels,reason
655,ok,LYZ,45.0,27.0,all,0.32872546359650007,0.18301535799547863,-0.2235973198811775,0.1648144469908738,-1.3566609236237566,0.17488897407740978,1.29988642669,1.00248,1956.79,['ALL'],
656,ok,TFAP4,45.0,24.0,all,0.78836125251,0.13121264752128556,-0.2288793083540366,0.18030472485462848,-1.2694027210799474,0.20429746618687172,5.40638891375,1.00238,1845.25,['ALL'],
657,ok,DNAJB11,45.0,28.0,all,0.60895148436,0.1162398739175896,-0.149155956041485,0.12217629152431853,-1.220825695235612,0.22215202276803647,7.13141817965,1.00177,2014.96,['ALL'],
658,ok,P3H2,45.0,29.0,all,0.67286410333975,0.26147638700511877,-0.1523428977378975,0.1616515922496853,-0.9424150768808407,0.3459801711683639,0.913039372375,1.00084,1976.22,['ALL'],
659,ok,THPO,45.0,27.0,all,0.832831991225,0.382982429609877,-0.07181093491537024,0.18688403238701476,-0.3842539889478534,0.7007902065796909,0.5942067978125001,1.00075,2607.84,['ALL'],
660,ok,CHRD,45.0,27.0,all,0.26734413195625,0.1405846621879058,-0.18024668714134925,0.1421999334190828,-1.2675581683300612,0.20495577854658698,1.7077209973724998,1.00184,1768.48,['ALL'],
661,ok,GNPTG,45.0,24.0,all,0.7270445432849999,0.13998588990801888,-0.28483145607632504,0.1704597103571993,-1.6709605776019394,0.09472946480739619,4.421479151600001,0.999378,2051.49,['ALL'],
662,ok,PABPC4,45.0,25.0,all,0.7943693791700001,0.11041942204965824,-0.34579186883647,0.16044488039845872,-2.155206622845859,0.03114566889157855,7.900555804375001,1.00462,1721.24,['ALL'],
663,ok,TNRC6A,45.0,24.0,all,0.68472200877,0.09795781559468847,-0.26705605376254754,0.15539261207249688,-1.7185891285356294,0.08568921261486273,8.27974254945,1.00205,1787.68,['ALL'],
664,ok,PLEKHG2,45.0,33.0,all,0.6601632729800001,0.14419947110691167,-0.12416246554571475,0.16515067791570845,-0.7518132357233571,0.4521633812809127,2.7413209667875,1.00437,1930.78,['ALL'],
665,ok,DTX2,45.0,30.0,all,0.555463923178,0.15412539981086654,-0.050278968263521746,0.16683101084640417,-0.30137663260826214,0.763127310949895,2.87327589515,1.00082,1814.94,['ALL'],
666,ok,NLRC4,45.0,24.0,all,0.13805911739099996,0.05918916488980762,-0.2357577980009025,0.11014962112621485,-2.1403414336828233,0.03232718382317579,4.520296885425,1.00065,1768.39,['ALL'],
667,ok,PUS7,45.0,31.0,all,0.644604118895,0.11628029969295338,-0.13656675896721074,0.1518604843727799,-0.8992909480781922,0.3684977076011431,5.8232997458749995,1.00468,1559.02,['ALL'],
668,ok,LAMB4,45.0,30.0,all,0.32667517422325,0.14905779785263268,-0.1200050029997735,0.17727199567942828,-0.6769540927196749,0.4984350818857002,1.6110899276674997,1.00109,2123.11,['ALL'],
669,ok,NRCAM,45.0,30.0,all,0.41192986319700003,0.21695349026893254,0.011038679923399249,0.19387069664602335,0.056938362085499176,0.954594295341376,0.7178778654275,1.00031,1778.5,['ALL'],
670,ok,LAMB1,45.0,31.0,all,0.3728288142985,0.13631107278286228,-0.029865413013605,0.1733721696372691,-0.17226186345876446,0.8632316646736311,2.094346320785,1.00275,1837.71,['ALL'],
671,ok,SLC26A4,45.0,31.0,all,0.1914438835345,0.11051235471997344,-0.131287298517051,0.16040126569230365,-0.8184929087087024,0.41307578956818247,0.6780255731675,1.00124,1878.0,['ALL'],
672,ok,DLD,45.0,31.0,all,0.63588802047,0.11217017440420837,-0.2681802851668665,0.1522117380571683,-1.7618896452397268,0.07808794445994716,6.6235175774,1.00002,1938.41,['ALL'],
673,ok,FH,45.0,33.0,all,0.651616500515,0.11848375652262289,-0.19096337323921647,0.16519009390569486,-1.1560219425036182,0.24767218189147422,7.583857517525,1.00168,1344.27,['ALL'],
674,ok,TF,45.0,28.0,all,0.5203970024927501,0.34667957097626895,0.02852384341185775,0.19548994137048306,0.14590951949696862,0.8839928165481601,0.430351875555,1.00088,2554.86,['ALL'],
675,ok,CDV3,45.0,28.0,all,0.375101853781,0.09235302277531736,-0.15810819132270498,0.1255424837041849,-1.2593998992026836,0.20788592585181465,7.92481471325,1.00052,1977.78,['ALL'],
676,ok,APOH,45.0,30.0,all,0.7564200412675,0.26291795430399734,0.052032115106285005,0.19766276086842532,0.26323681242578767,0.7923680588198478,0.5037656694025,1.00381,2685.95,['ALL'],
677,ok,ZFHX4,45.0,29.0,all,0.44409569899625,0.16881975551537967,-0.07806594234189905,0.18223461903236288,-0.4283815158525691,0.6683733798446476,0.8713606607500001,1.00048,1786.56,['ALL'],
678,ok,ZC3HC1,45.0,29.0,all,0.6588027339800001,0.1002263247708187,-0.1867106253172575,0.1396842765465184,-1.3366617197969173,0.1813330826286217,10.421433931,1.00153,1623.1,['ALL'],
679,ok,ANGPT2,45.0,29.0,all,0.31337852022125,0.1449082143850456,-0.12924234426373601,0.14588514387674018,-0.8859184755161511,0.37566145951983265,1.83771905148,1.00105,2240.95,['ALL'],
680,ok,TMEM101,45.0,31.0,all,0.798981861635,0.12124309190295032,-0.2849554877971625,0.1638706838167382,-1.7389046116133702,0.08205154292709271,6.287603086225,1.00062,1551.41,['ALL'],
681,ok,CD200,45.0,28.0,all,0.16656886150175,0.0880695016392765,0.0080774618425946,0.12030753218670966,0.06714011746212939,0.9464701568143075,3.322687239625,1.00166,1682.47,['ALL'],
682,ok,CCDC80,45.0,28.0,all,0.17499586519600002,0.10304353089407342,-0.16237168260596702,0.1398310275699512,-1.1611992375922413,0.2455608847527817,1.538279650385,1.003,1380.51,['ALL'],
683,ok,CMA1,45.0,22.0,all,0.6533500018165,0.31392947544338884,-0.09191271255135226,0.19980202618586765,-0.46001892125883465,0.6455026392476206,0.5537362455049999,1.00199,2142.89,['ALL'],
684,ok,PSME1,45.0,22.0,all,0.536372821045,0.1011935202451099,-0.3172107451731825,0.14340143101654307,-2.2120472782212923,0.026963398384989734,8.36489661435,1.00102,1352.73,['ALL'],
685,ok,PPP2R3C,45.0,23.0,all,0.4818004689525,0.10038777857261938,-0.09436734670153,0.13197621303329088,-0.7150329936935372,0.47458865621145074,7.46996926765,1.00612,1340.6,['ALL'],
686,ok,HAUS4,45.0,23.0,all,0.9204911345925,0.1336426715332419,-0.308624679602515,0.18017972917429223,-1.7128712592523372,0.08673622679894333,4.274093648475,1.0017,1776.29,['ALL'],
