,truth_class,DE_naive,DE_aware,predicted_class,sample_size,cn_signal,replicate
AOC3,NEUTRAL,False,False,NEUTRAL,60,strong,2
PRNCR1,DCG,False,True,DCG,60,strong,2
STARD4,NEUTRAL,False,False,NEUTRAL,60,strong,2
PTPN3,NEUTRAL,False,False,NEUTRAL,60,strong,2
USP3-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
WDR82P2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ALDOAP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMEM232,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC23A2,DSG,True,False,DSG,60,strong,2
RPL7AP34,DIG,False,False,NEUTRAL,60,strong,2
RAET1K,DIG,True,True,DIG,60,strong,2
SYNGAP1,DSG,False,False,NEUTRAL,60,strong,2
KCNQ3,DCG,False,True,DCG,60,strong,2
RPL7P17,DIG,True,True,DIG,60,strong,2
ZNF408,DIG,True,True,DIG,60,strong,2
SPX,DSG,True,False,DSG,60,strong,2
NRAS,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC35C2,DCG,False,True,DCG,60,strong,2
PRPF18,DCG,False,True,DCG,60,strong,2
PTK6,DCG,True,True,DIG,60,strong,2
TMEM116,NEUTRAL,False,False,NEUTRAL,60,strong,2
CEND1,NEUTRAL,False,False,NEUTRAL,60,strong,2
GPX4,NEUTRAL,False,False,NEUTRAL,60,strong,2
DDX6,NEUTRAL,False,False,NEUTRAL,60,strong,2
FCN1,NEUTRAL,False,False,NEUTRAL,60,strong,2
TARS2,DCG,False,True,DCG,60,strong,2
CTBP1-DT,NEUTRAL,False,False,NEUTRAL,60,strong,2
CYYR1,DIG,True,True,DIG,60,strong,2
DENND2A,DSG,True,False,DSG,60,strong,2
HAUS3,NEUTRAL,False,False,NEUTRAL,60,strong,2
VDAC1P5,DIG,True,True,DIG,60,strong,2
HPS3,DSG,True,False,DSG,60,strong,2
PON2,DSG,True,False,DSG,60,strong,2
SUN3,DSG,True,False,DSG,60,strong,2
SYNJ2,DIG,True,True,DIG,60,strong,2
MCRIP2,DCG,False,True,DCG,60,strong,2
CD79A,DSG,True,False,DSG,60,strong,2
CNOT9,NEUTRAL,False,False,NEUTRAL,60,strong,2
CEP63,DSG,True,False,DSG,60,strong,2
FAM81B,NEUTRAL,False,False,NEUTRAL,60,strong,2
IL15,NEUTRAL,False,False,NEUTRAL,60,strong,2
KIAA1549L,DIG,True,True,DIG,60,strong,2
DNAH1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PLCD3,NEUTRAL,False,False,NEUTRAL,60,strong,2
NKIRAS2,DIG,True,True,DIG,60,strong,2
LINC00158,DIG,False,True,DCG,60,strong,2
DPYSL4,NEUTRAL,False,False,NEUTRAL,60,strong,2
PDZRN3,NEUTRAL,False,False,NEUTRAL,60,strong,2
LDHC,DIG,True,True,DIG,60,strong,2
SMIM33,DIG,True,False,DSG,60,strong,2
EZR,NEUTRAL,False,False,NEUTRAL,60,strong,2
PRPSAP2,NEUTRAL,False,False,NEUTRAL,60,strong,2
OIP5-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
F7,DIG,True,True,DIG,60,strong,2
KCNK17,DSG,True,False,DSG,60,strong,2
GREM1,NEUTRAL,False,False,NEUTRAL,60,strong,2
NIBAN1,DCG,False,True,DCG,60,strong,2
PROK2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CAPN3,NEUTRAL,False,False,NEUTRAL,60,strong,2
EIF3B,DSG,False,False,NEUTRAL,60,strong,2
GAPDH,DSG,False,True,DCG,60,strong,2
TM6SF1,NEUTRAL,False,False,NEUTRAL,60,strong,2
RALGAPA2,DCG,False,True,DCG,60,strong,2
HCG4B,DSG,True,False,DSG,60,strong,2
LINC01833,DIG,True,True,DIG,60,strong,2
FRK,DIG,True,True,DIG,60,strong,2
SNORA5A,DSG,True,False,DSG,60,strong,2
DEPDC7,DIG,True,True,DIG,60,strong,2
APEX1,DIG,True,True,DIG,60,strong,2
TAPBPL,DSG,True,False,DSG,60,strong,2
PIGCP1,DIG,True,True,DIG,60,strong,2
RASD2,NEUTRAL,False,False,NEUTRAL,60,strong,2
RBSN,DIG,True,True,DIG,60,strong,2
ZNRF1,NEUTRAL,False,False,NEUTRAL,60,strong,2
WDR91,DSG,True,False,DSG,60,strong,2
PNOC,NEUTRAL,False,False,NEUTRAL,60,strong,2
GFI1B,NEUTRAL,False,False,NEUTRAL,60,strong,2
KLKB1,NEUTRAL,False,False,NEUTRAL,60,strong,2
GAS5-AS1,DCG,True,True,DIG,60,strong,2
SLC12A8,DIG,True,True,DIG,60,strong,2
BROX,DCG,False,True,DCG,60,strong,2
APBB2,NEUTRAL,False,False,NEUTRAL,60,strong,2
IRGQ,DIG,True,True,DIG,60,strong,2
ELP4,DIG,True,True,DIG,60,strong,2
TAC4,DSG,True,False,DSG,60,strong,2
RPL17P26,DIG,True,True,DIG,60,strong,2
RNASE4,DIG,True,True,DIG,60,strong,2
LINC00467,DCG,False,True,DCG,60,strong,2
TSEN2,DIG,False,False,NEUTRAL,60,strong,2
TMC3,NEUTRAL,False,False,NEUTRAL,60,strong,2
SUGT1P3,NEUTRAL,False,False,NEUTRAL,60,strong,2
NR5A2,DCG,True,True,DIG,60,strong,2
OR7E91P,DIG,True,True,DIG,60,strong,2
SEPTIN8,DIG,True,True,DIG,60,strong,2
PON3,DSG,True,False,DSG,60,strong,2
DUS4L,DSG,False,True,DCG,60,strong,2
NAP1L4P3,NEUTRAL,False,False,NEUTRAL,60,strong,2
LRBA,NEUTRAL,False,False,NEUTRAL,60,strong,2
SNORD1A,DCG,False,True,DCG,60,strong,2
C11orf91,DIG,True,True,DIG,60,strong,2
PPP5C,DIG,True,True,DIG,60,strong,2
ARFGEF2,DCG,False,True,DCG,60,strong,2
CCDC136,DIG,True,True,DIG,60,strong,2
RPS24P16,NEUTRAL,False,False,NEUTRAL,60,strong,2
FDXACB1,NEUTRAL,False,False,NEUTRAL,60,strong,2
EIF4G2,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMEM100,DSG,True,False,DSG,60,strong,2
HOXC12,DIG,True,True,DIG,60,strong,2
IL25,DIG,True,True,DIG,60,strong,2
CDADC1,NEUTRAL,True,True,DIG,60,strong,2
RABGGTB,NEUTRAL,False,False,NEUTRAL,60,strong,2
C1RL,DSG,True,False,DSG,60,strong,2
TBP,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZNF25,DSG,False,False,NEUTRAL,60,strong,2
SLC35E1P1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC44A1,NEUTRAL,False,True,DCG,60,strong,2
BCL10,NEUTRAL,False,False,NEUTRAL,60,strong,2
NPEPL1,DCG,False,True,DCG,60,strong,2
ETNK1,DSG,True,False,DSG,60,strong,2
LINC01559,DIG,True,True,DIG,60,strong,2
NENF,DCG,True,True,DIG,60,strong,2
RAD9A,DCG,False,True,DCG,60,strong,2
EFCAB6-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
GTF3C2,DIG,True,True,DIG,60,strong,2
FRMD4A,DCG,False,True,DCG,60,strong,2
IL17D,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPSAP49,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZNF608,DIG,True,True,DIG,60,strong,2
SMOC2,NEUTRAL,False,False,NEUTRAL,60,strong,2
GRIK5,DSG,True,False,DSG,60,strong,2
ZNF527,DSG,True,False,DSG,60,strong,2
MSI2,DCG,False,True,DCG,60,strong,2
OSBP,DIG,True,True,DIG,60,strong,2
CLN5,NEUTRAL,False,False,NEUTRAL,60,strong,2
CYB5R4,DIG,True,True,DIG,60,strong,2
FAM86MP,NEUTRAL,False,False,NEUTRAL,60,strong,2
ACAT1,NEUTRAL,False,False,NEUTRAL,60,strong,2
IL2RB,NEUTRAL,False,False,NEUTRAL,60,strong,2
PI4KB,DCG,False,True,DCG,60,strong,2
TBX21,DIG,True,True,DIG,60,strong,2
ATP2B1,DIG,False,False,NEUTRAL,60,strong,2
EIF4A3,DCG,False,True,DCG,60,strong,2
SH2D6,DIG,True,True,DIG,60,strong,2
TUSC8,NEUTRAL,False,False,NEUTRAL,60,strong,2
AOC4P,NEUTRAL,False,False,NEUTRAL,60,strong,2
BAIAP2L2,NEUTRAL,False,False,NEUTRAL,60,strong,2
THSD4,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMEM53,NEUTRAL,True,True,DIG,60,strong,2
MRPS7,DCG,False,True,DCG,60,strong,2
AP2A1,DIG,False,False,NEUTRAL,60,strong,2
FAM149A,NEUTRAL,False,False,NEUTRAL,60,strong,2
KIAA0319,DSG,True,False,DSG,60,strong,2
FCF1,NEUTRAL,False,False,NEUTRAL,60,strong,2
FENDRR,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMEM74,DCG,False,True,DCG,60,strong,2
LINC02705,DIG,True,True,DIG,60,strong,2
SIGLEC18P,DSG,True,False,DSG,60,strong,2
CNIH4,DCG,True,True,DIG,60,strong,2
RNU6-856P,NEUTRAL,False,False,NEUTRAL,60,strong,2
TOP2B,NEUTRAL,False,False,NEUTRAL,60,strong,2
TUBB2B,DIG,True,True,DIG,60,strong,2
BUB3,NEUTRAL,False,False,NEUTRAL,60,strong,2
PTRHD1,DIG,True,True,DIG,60,strong,2
SGSM3,NEUTRAL,False,False,NEUTRAL,60,strong,2
DIAPH1,DIG,True,True,DIG,60,strong,2
NQO2,DIG,True,True,DIG,60,strong,2
FUT1,DIG,False,False,NEUTRAL,60,strong,2
KDM3A,DIG,True,True,DIG,60,strong,2
PART1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CCDC124,DIG,True,True,DIG,60,strong,2
CNTNAP2,DIG,True,True,DIG,60,strong,2
WWP1,DCG,False,True,DCG,60,strong,2
SLC6A2,NEUTRAL,False,False,NEUTRAL,60,strong,2
TXNDC5,DSG,True,False,DSG,60,strong,2
CCNI,DIG,True,True,DIG,60,strong,2
STX3,DIG,True,True,DIG,60,strong,2
SCN1A,NEUTRAL,False,False,NEUTRAL,60,strong,2
KAZN,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMEM165,DIG,True,True,DIG,60,strong,2
SOCAR,NEUTRAL,False,False,NEUTRAL,60,strong,2
DYNC1LI1,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPSAP47,DCG,False,True,DCG,60,strong,2
CMTM5,DIG,True,True,DIG,60,strong,2
CSNK1E,NEUTRAL,False,False,NEUTRAL,60,strong,2
APLP1,DSG,False,False,NEUTRAL,60,strong,2
PA2G4P4,DSG,True,False,DSG,60,strong,2
KDM1B,DSG,True,False,DSG,60,strong,2
MEI1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MDS2,NEUTRAL,False,False,NEUTRAL,60,strong,2
TM9SF4,DCG,False,False,NEUTRAL,60,strong,2
DZIP3,DIG,True,True,DIG,60,strong,2
ANKRD53,DIG,True,True,DIG,60,strong,2
THRAP3,NEUTRAL,False,False,NEUTRAL,60,strong,2
SAA3P,DIG,True,True,DIG,60,strong,2
H6PD,NEUTRAL,False,False,NEUTRAL,60,strong,2
CPSF3,DIG,False,True,DCG,60,strong,2
DBP,DIG,False,True,DCG,60,strong,2
RNF214,NEUTRAL,False,False,NEUTRAL,60,strong,2
PEX2,DCG,False,True,DCG,60,strong,2
HRK,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC00452,DIG,False,False,NEUTRAL,60,strong,2
MIR5001,NEUTRAL,False,False,NEUTRAL,60,strong,2
HEATR4,NEUTRAL,False,False,NEUTRAL,60,strong,2
PLET1,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC01629,NEUTRAL,False,False,NEUTRAL,60,strong,2
MIR210HG,NEUTRAL,False,False,NEUTRAL,60,strong,2
VIP,DIG,True,True,DIG,60,strong,2
NDFIP1,DIG,True,True,DIG,60,strong,2
ELOVL3,NEUTRAL,False,False,NEUTRAL,60,strong,2
FAM186A,DIG,True,True,DIG,60,strong,2
LINC00582,DCG,False,True,DCG,60,strong,2
TMEM63C,NEUTRAL,True,True,DIG,60,strong,2
GRM3-AS1,DSG,True,False,DSG,60,strong,2
LINC01579,DIG,True,True,DIG,60,strong,2
OSGIN2,DCG,False,False,NEUTRAL,60,strong,2
STAT3,NEUTRAL,False,False,NEUTRAL,60,strong,2
PDZK1IP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
FEN1,DIG,True,True,DIG,60,strong,2
CFAP77,NEUTRAL,False,False,NEUTRAL,60,strong,2
DYNLT1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC24A5,NEUTRAL,False,False,NEUTRAL,60,strong,2
CDKN2AIPNL,NEUTRAL,False,False,NEUTRAL,60,strong,2
IGSF23,DIG,True,True,DIG,60,strong,2
RPN2,DCG,False,True,DCG,60,strong,2
ZNF585A,DSG,False,False,NEUTRAL,60,strong,2
HABP2,NEUTRAL,False,False,NEUTRAL,60,strong,2
SELENOK,NEUTRAL,False,False,NEUTRAL,60,strong,2
TFAP2A-AS1,DSG,False,False,NEUTRAL,60,strong,2
CYP4F22,DIG,True,True,DIG,60,strong,2
PARN,DCG,True,True,DIG,60,strong,2
RN7SL861P,DCG,True,True,DIG,60,strong,2
PGBD4P3,DIG,True,True,DIG,60,strong,2
KIF23,NEUTRAL,False,False,NEUTRAL,60,strong,2
TOR1AIP1,DCG,False,True,DCG,60,strong,2
RECQL,DSG,True,False,DSG,60,strong,2
NFYB,NEUTRAL,False,False,NEUTRAL,60,strong,2
CD47,DIG,True,True,DIG,60,strong,2
RAB3B,NEUTRAL,False,False,NEUTRAL,60,strong,2
E2F7,DIG,True,True,DIG,60,strong,2
EIF2B1,DIG,True,True,DIG,60,strong,2
H3P14,NEUTRAL,False,False,NEUTRAL,60,strong,2
NDUFV3,DIG,True,True,DIG,60,strong,2
GABRP,DIG,False,False,NEUTRAL,60,strong,2
HNRNPR,NEUTRAL,False,False,NEUTRAL,60,strong,2
CASZ1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CYP2T3P,DIG,True,True,DIG,60,strong,2
RNU6-1262P,NEUTRAL,False,False,NEUTRAL,60,strong,2
KCNJ2-AS1,DCG,True,True,DIG,60,strong,2
ZNF836,DSG,True,False,DSG,60,strong,2
NPM1P39,NEUTRAL,False,True,DCG,60,strong,2
SFXN2,NEUTRAL,False,False,NEUTRAL,60,strong,2
RSRC2,DIG,True,True,DIG,60,strong,2
MED7,DIG,True,True,DIG,60,strong,2
GSTM5P1,DIG,False,False,NEUTRAL,60,strong,2
KRBOX1,NEUTRAL,False,False,NEUTRAL,60,strong,2
KRT8P18,NEUTRAL,False,False,NEUTRAL,60,strong,2
SPDYE3,DIG,True,True,DIG,60,strong,2
LINC00705,DCG,False,True,DCG,60,strong,2
ITFG1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SATB2,DIG,True,True,DIG,60,strong,2
ADGRF5,DSG,True,False,DSG,60,strong,2
PPP1R17,DSG,True,False,DSG,60,strong,2
NDUFS7,NEUTRAL,False,False,NEUTRAL,60,strong,2
ATP5PBP7,NEUTRAL,False,False,NEUTRAL,60,strong,2
SYT16,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMEM182,NEUTRAL,False,False,NEUTRAL,60,strong,2
PTPRM,NEUTRAL,False,False,NEUTRAL,60,strong,2
EVC2,NEUTRAL,False,False,NEUTRAL,60,strong,2
KRT8P48,DIG,True,True,DIG,60,strong,2
ALG1L15P,DSG,True,False,DSG,60,strong,2
TRIM9,DIG,True,True,DIG,60,strong,2
FMO6P,DCG,False,True,DCG,60,strong,2
NEDD4L,NEUTRAL,False,False,NEUTRAL,60,strong,2
SCRG1,NEUTRAL,False,False,NEUTRAL,60,strong,2
C1QL2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CASP12,NEUTRAL,False,False,NEUTRAL,60,strong,2
EXTL3-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ACSM1,DCG,False,True,DCG,60,strong,2
BET1P1,DIG,True,True,DIG,60,strong,2
LINC01239,DIG,True,True,DIG,60,strong,2
YIPF1,DIG,True,True,DIG,60,strong,2
SZRD1,NEUTRAL,False,False,NEUTRAL,60,strong,2
HSPG2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ANKRD39,DIG,False,False,NEUTRAL,60,strong,2
LINC01267,DIG,False,True,DCG,60,strong,2
DNAJC24,DIG,True,True,DIG,60,strong,2
INPP1,DIG,True,True,DIG,60,strong,2
MUC5B-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
B3GNT7,NEUTRAL,False,False,NEUTRAL,60,strong,2
OR2S1P,DIG,True,True,DIG,60,strong,2
LTBP2,NEUTRAL,False,False,NEUTRAL,60,strong,2
EFCAB7,NEUTRAL,False,False,NEUTRAL,60,strong,2
GRIK1-AS1,DIG,True,True,DIG,60,strong,2
REC114,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPL12P28,DCG,False,True,DCG,60,strong,2
FHL2,NEUTRAL,False,False,NEUTRAL,60,strong,2
SPINT2,DSG,True,False,DSG,60,strong,2
SNX19,NEUTRAL,False,False,NEUTRAL,60,strong,2
YTHDC1,DIG,True,True,DIG,60,strong,2
RAI14,DCG,False,True,DCG,60,strong,2
CD74,DIG,True,True,DIG,60,strong,2
CFAP61,DCG,False,True,DCG,60,strong,2
LDHAL6A,DIG,True,True,DIG,60,strong,2
MRPL34,DIG,False,False,NEUTRAL,60,strong,2
ZNF283,DIG,True,True,DIG,60,strong,2
MRI1,DIG,True,True,DIG,60,strong,2
GPR171,DSG,True,False,DSG,60,strong,2
GPX2,NEUTRAL,False,False,NEUTRAL,60,strong,2
RFNG,DCG,False,True,DCG,60,strong,2
DHX38,NEUTRAL,False,False,NEUTRAL,60,strong,2
MFAP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PIK3CD,NEUTRAL,False,False,NEUTRAL,60,strong,2
SCG5,NEUTRAL,False,False,NEUTRAL,60,strong,2
EML2,DIG,True,True,DIG,60,strong,2
FAM135A,DIG,True,True,DIG,60,strong,2
RPS19P7,DIG,True,True,DIG,60,strong,2
MYO18B,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZNF582,DSG,True,False,DSG,60,strong,2
DPY19L4,DCG,True,True,DIG,60,strong,2
CHD2,DIG,True,True,DIG,60,strong,2
CAST,NEUTRAL,False,False,NEUTRAL,60,strong,2
TM4SF20,NEUTRAL,False,False,NEUTRAL,60,strong,2
XPNPEP3,NEUTRAL,False,False,NEUTRAL,60,strong,2
VEPH1,DCG,False,True,DCG,60,strong,2
GLYATL1P1,DIG,True,True,DIG,60,strong,2
GLIS2,DCG,False,True,DCG,60,strong,2
NOP14-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMCC2,DCG,False,True,DCG,60,strong,2
DDAH1,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMEM35B,NEUTRAL,True,True,DIG,60,strong,2
GCK,DSG,True,False,DSG,60,strong,2
KPNA4,DSG,True,False,DSG,60,strong,2
AIF1L,NEUTRAL,False,False,NEUTRAL,60,strong,2
LPGAT1,DCG,False,True,DCG,60,strong,2
VGLL4,DIG,False,False,NEUTRAL,60,strong,2
TMPRSS6,NEUTRAL,False,False,NEUTRAL,60,strong,2
SEMA4A,DCG,False,True,DCG,60,strong,2
HMGB3P8,NEUTRAL,True,True,DIG,60,strong,2
ADGRV1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SNORD20,NEUTRAL,False,False,NEUTRAL,60,strong,2
F2R,NEUTRAL,False,False,NEUTRAL,60,strong,2
PPP1R10,DSG,True,False,DSG,60,strong,2
EDC3,NEUTRAL,False,False,NEUTRAL,60,strong,2
ISM1-AS1,DSG,True,False,DSG,60,strong,2
TOM1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PTGFR,NEUTRAL,False,False,NEUTRAL,60,strong,2
GRIK1,DIG,True,True,DIG,60,strong,2
CPNE1,DCG,False,False,NEUTRAL,60,strong,2
ZMYM2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CERS2,DCG,True,True,DIG,60,strong,2
MIR6735,DIG,True,True,DIG,60,strong,2
SYCP1,DIG,True,True,DIG,60,strong,2
RB1-DT,NEUTRAL,False,False,NEUTRAL,60,strong,2
DNAJC6,NEUTRAL,False,False,NEUTRAL,60,strong,2
UTP15,NEUTRAL,False,False,NEUTRAL,60,strong,2
SPAG16,NEUTRAL,False,False,NEUTRAL,60,strong,2
XXYLT1,DCG,False,True,DCG,60,strong,2
AHI1,DIG,False,False,NEUTRAL,60,strong,2
GRIN1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SCN8A,DIG,True,True,DIG,60,strong,2
ACMSD,NEUTRAL,False,False,NEUTRAL,60,strong,2
LRTM2,DSG,True,False,DSG,60,strong,2
LRRC45,DCG,True,True,DIG,60,strong,2
DPP9-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SNORA5C,DSG,True,False,DSG,60,strong,2
NCAPGP1,DCG,False,True,DCG,60,strong,2
ZNF550,DSG,True,False,DSG,60,strong,2
IRF2,NEUTRAL,False,False,NEUTRAL,60,strong,2
MTDHP1,DSG,True,False,DSG,60,strong,2
EXT2,DIG,True,True,DIG,60,strong,2
TBPL1,DIG,True,True,DIG,60,strong,2
DHRS1,DIG,True,True,DIG,60,strong,2
MIR6513,NEUTRAL,False,False,NEUTRAL,60,strong,2
BTBD16,NEUTRAL,False,False,NEUTRAL,60,strong,2
H1-7,DIG,True,True,DIG,60,strong,2
FBXO7,NEUTRAL,False,False,NEUTRAL,60,strong,2
PSMA6,DIG,True,True,DIG,60,strong,2
ATP5MGL,NEUTRAL,False,False,NEUTRAL,60,strong,2
SNCAIP,DIG,True,True,DIG,60,strong,2
ZNF740,DIG,True,True,DIG,60,strong,2
SGO1-AS1,DIG,True,True,DIG,60,strong,2
PTPN2,DIG,True,False,DSG,60,strong,2
KREMEN1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SNORD56,DSG,True,False,DSG,60,strong,2
USP49,DSG,True,False,DSG,60,strong,2
HOXA-AS2,DSG,False,False,NEUTRAL,60,strong,2
LCN15,NEUTRAL,False,False,NEUTRAL,60,strong,2
C2orf66,DIG,True,True,DIG,60,strong,2
ADHFE1,DCG,False,True,DCG,60,strong,2
FBXO2,NEUTRAL,False,False,NEUTRAL,60,strong,2
KCNJ4,NEUTRAL,False,False,NEUTRAL,60,strong,2
INSYN2A,NEUTRAL,False,False,NEUTRAL,60,strong,2
IMMTP1,DSG,True,False,DSG,60,strong,2
MED28,NEUTRAL,True,True,DIG,60,strong,2
FYB2,DIG,True,True,DIG,60,strong,2
IKBIP,DIG,True,True,DIG,60,strong,2
PRPH2,DSG,False,False,NEUTRAL,60,strong,2
MIR145,DIG,False,False,NEUTRAL,60,strong,2
LINC00852,DIG,True,True,DIG,60,strong,2
TTC12,NEUTRAL,True,True,DIG,60,strong,2
VSTM1,DSG,True,False,DSG,60,strong,2
LINC02147,DIG,True,True,DIG,60,strong,2
LONRF1,NEUTRAL,False,False,NEUTRAL,60,strong,2
NSMF,NEUTRAL,False,False,NEUTRAL,60,strong,2
AGO3,NEUTRAL,False,False,NEUTRAL,60,strong,2
BCAR1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZHX2,DCG,False,True,DCG,60,strong,2
MIR658,NEUTRAL,False,False,NEUTRAL,60,strong,2
NOM1,DIG,False,False,NEUTRAL,60,strong,2
RNU6-8,DIG,False,False,NEUTRAL,60,strong,2
DOP1A,DIG,True,True,DIG,60,strong,2
RPL7AP50,DIG,True,True,DIG,60,strong,2
AKT3-IT1,DCG,False,False,NEUTRAL,60,strong,2
FCAMR,DCG,False,False,NEUTRAL,60,strong,2
PCDHA8,DIG,True,True,DIG,60,strong,2
NFU1,DIG,True,True,DIG,60,strong,2
MIR210,NEUTRAL,False,False,NEUTRAL,60,strong,2
TPSP2,DCG,False,True,DCG,60,strong,2
LRRC4,DIG,True,True,DIG,60,strong,2
RBM5-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CCDC89,DIG,True,True,DIG,60,strong,2
S100PBP,NEUTRAL,True,True,DIG,60,strong,2
CCDC141,NEUTRAL,False,False,NEUTRAL,60,strong,2
MB21D2,DCG,False,True,DCG,60,strong,2
STYK1,DSG,True,False,DSG,60,strong,2
TYSND1,DIG,True,True,DIG,60,strong,2
ADAT3,NEUTRAL,False,False,NEUTRAL,60,strong,2
H2AC6,DSG,False,False,NEUTRAL,60,strong,2
ELMO1,DSG,False,True,DCG,60,strong,2
HPSE,NEUTRAL,False,False,NEUTRAL,60,strong,2
CHD8,DIG,False,False,NEUTRAL,60,strong,2
RNU1-123P,NEUTRAL,False,False,NEUTRAL,60,strong,2
MOGAT1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SUN1,DSG,True,False,DSG,60,strong,2
CEACAM20,DIG,True,True,DIG,60,strong,2
TOMM5,DIG,True,True,DIG,60,strong,2
CCDC90B,DIG,True,True,DIG,60,strong,2
MROH6,DCG,False,True,DCG,60,strong,2
HNRNPLP1,DSG,True,False,DSG,60,strong,2
RPL37P12,NEUTRAL,False,False,NEUTRAL,60,strong,2
KCNC3,DIG,True,True,DIG,60,strong,2
UCP3,DIG,True,True,DIG,60,strong,2
CSNK2A3,NEUTRAL,False,False,NEUTRAL,60,strong,2
MYOSLID,NEUTRAL,False,False,NEUTRAL,60,strong,2
LRRC8B,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPL21P18,DSG,True,False,DSG,60,strong,2
RORC,DCG,False,True,DCG,60,strong,2
MICU3,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMEM230,DSG,True,False,DSG,60,strong,2
CNIH3,DCG,False,True,DCG,60,strong,2
EFL1,NEUTRAL,False,False,NEUTRAL,60,strong,2
HECTD3,NEUTRAL,False,False,NEUTRAL,60,strong,2
FCRL6,DCG,False,True,DCG,60,strong,2
HMGB3P4,DIG,True,True,DIG,60,strong,2
TTLL7,NEUTRAL,False,False,NEUTRAL,60,strong,2
PPP2R5A,DCG,False,True,DCG,60,strong,2
SC5D,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZNF57,NEUTRAL,False,False,NEUTRAL,60,strong,2
FOXN4,DIG,True,True,DIG,60,strong,2
SBF1P2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CENPC,NEUTRAL,False,False,NEUTRAL,60,strong,2
KLHL2,NEUTRAL,False,False,NEUTRAL,60,strong,2
MAN1A2,DIG,True,True,DIG,60,strong,2
PLAAT4,DIG,True,True,DIG,60,strong,2
RRAS2P1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CDC42EP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PIGM,DCG,False,True,DCG,60,strong,2
KCNJ6,DIG,False,True,DCG,60,strong,2
AKR1B15,DSG,True,False,DSG,60,strong,2
EFCAB13,DIG,True,True,DIG,60,strong,2
LTK,NEUTRAL,False,False,NEUTRAL,60,strong,2
MIR1260B,NEUTRAL,True,True,DIG,60,strong,2
RFX2,DIG,True,True,DIG,60,strong,2
WDSUB1,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC01798,DIG,True,True,DIG,60,strong,2
TAFA4,NEUTRAL,False,False,NEUTRAL,60,strong,2
NEFH,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZNF665,DSG,True,False,DSG,60,strong,2
SPR,DIG,True,True,DIG,60,strong,2
ITPA,DSG,True,False,DSG,60,strong,2
ASS1P2,DIG,True,True,DIG,60,strong,2
EFR3A,DCG,True,True,DIG,60,strong,2
LINC01303,NEUTRAL,False,False,NEUTRAL,60,strong,2
THUMPD2,DIG,True,True,DIG,60,strong,2
PLEKHA4,DIG,True,True,DIG,60,strong,2
AKT3,DCG,False,True,DCG,60,strong,2
