,truth_class,DE_naive,DE_aware,predicted_class,sample_size,cn_signal,replicate
RIPOR1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PRH1,DSG,False,False,NEUTRAL,60,strong,2
TMEM141,NEUTRAL,False,False,NEUTRAL,60,strong,2
CTNND1,DIG,True,True,DIG,60,strong,2
ARMC10P1,DIG,True,True,DIG,60,strong,2
MANEAL,NEUTRAL,False,False,NEUTRAL,60,strong,2
TUBB4A,NEUTRAL,False,False,NEUTRAL,60,strong,2
PPM1L,DSG,True,False,DSG,60,strong,2
RPL32P1,DSG,True,False,DSG,60,strong,2
MAD2L2,NEUTRAL,False,False,NEUTRAL,60,strong,2
BCO1,NEUTRAL,False,False,NEUTRAL,60,strong,2
VIRMA,DCG,False,True,DCG,60,strong,2
JPH1,DCG,False,True,DCG,60,strong,2
IL10,DCG,False,False,NEUTRAL,60,strong,2
GP9,DSG,True,False,DSG,60,strong,2
EIF3FP3,DIG,True,True,DIG,60,strong,2
RNF213-AS1,DCG,True,True,DIG,60,strong,2
SEC14L6,NEUTRAL,False,False,NEUTRAL,60,strong,2
ANKFN1,DSG,True,True,DIG,60,strong,2
LYG2,DIG,True,True,DIG,60,strong,2
CXCL3,DIG,True,False,DSG,60,strong,2
METTL15P1,DCG,False,True,DCG,60,strong,2
COL4A2,DIG,True,True,DIG,60,strong,2
ITGB5,DIG,True,True,DIG,60,strong,2
FST,DIG,True,True,DIG,60,strong,2
MTMR10,NEUTRAL,False,False,NEUTRAL,60,strong,2
FLYWCH1,DCG,False,True,DCG,60,strong,2
ENO2,DSG,True,True,DIG,60,strong,2
UBE2G1,NEUTRAL,False,False,NEUTRAL,60,strong,2
LACTB2-AS1,DCG,False,True,DCG,60,strong,2
FOXM1,DSG,True,False,DSG,60,strong,2
NAV1,DCG,False,True,DCG,60,strong,2
ATF7,DIG,True,True,DIG,60,strong,2
PKMP5,DIG,True,True,DIG,60,strong,2
MRPS14,DCG,True,True,DIG,60,strong,2
GTF2E2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZNF415,DSG,True,True,DIG,60,strong,2
FBXW5,NEUTRAL,False,False,NEUTRAL,60,strong,2
RGS18,DCG,False,False,NEUTRAL,60,strong,2
TMPRSS11A,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZC3HAV1L,DSG,True,False,DSG,60,strong,2
CNPY2,DIG,True,True,DIG,60,strong,2
ALDH3A1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ARFGEF3,DIG,True,True,DIG,60,strong,2
ASNSD1,DIG,True,True,DIG,60,strong,2
GTF2F2,NEUTRAL,False,False,NEUTRAL,60,strong,2
TNN,DCG,False,True,DCG,60,strong,2
ISL2,NEUTRAL,False,False,NEUTRAL,60,strong,2
GDNF-AS1,DCG,False,False,NEUTRAL,60,strong,2
TMPRSS2,DIG,True,True,DIG,60,strong,2
EPHA7,DIG,True,True,DIG,60,strong,2
CYP51A1-AS1,DSG,False,False,NEUTRAL,60,strong,2
FAM222A-AS1,DIG,True,True,DIG,60,strong,2
CD109,DIG,True,True,DIG,60,strong,2
CDH11,NEUTRAL,False,False,NEUTRAL,60,strong,2
MKKS,DSG,True,True,DIG,60,strong,2
C3orf33,DSG,True,False,DSG,60,strong,2
DLAT,NEUTRAL,False,False,NEUTRAL,60,strong,2
SEPTIN7P3,DSG,False,False,NEUTRAL,60,strong,2
RBMS3-AS3,NEUTRAL,True,True,DIG,60,strong,2
KLHL28,DIG,False,False,NEUTRAL,60,strong,2
ADGB,DIG,True,True,DIG,60,strong,2
SRGAP3,DIG,True,True,DIG,60,strong,2
EFHB,DIG,True,True,DIG,60,strong,2
HCK,DCG,False,False,NEUTRAL,60,strong,2
IGFL2-AS1,DIG,True,True,DIG,60,strong,2
LINC02569,DSG,True,False,DSG,60,strong,2
TOMM40,DIG,True,True,DIG,60,strong,2
TTC3-AS1,DIG,True,True,DIG,60,strong,2
UQCR10,NEUTRAL,False,False,NEUTRAL,60,strong,2
P2RX4,DIG,True,True,DIG,60,strong,2
HSPA14,DCG,False,True,DCG,60,strong,2
MYO1H,DIG,True,True,DIG,60,strong,2
TFCP2L1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CCDC30,DIG,True,True,DIG,60,strong,2
COPZ1,DIG,True,True,DIG,60,strong,2
SETP17,DIG,True,True,DIG,60,strong,2
SOCS2,DIG,True,True,DIG,60,strong,2
LOH12CR2,DSG,False,False,NEUTRAL,60,strong,2
EIPR1-IT1,DIG,True,True,DIG,60,strong,2
MIS18BP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CAPN12,DSG,True,False,DSG,60,strong,2
SNX13,DSG,True,False,DSG,60,strong,2
MAT2A,DIG,True,True,DIG,60,strong,2
SNORD54,DCG,False,True,DCG,60,strong,2
RPL23AP2,DIG,False,False,NEUTRAL,60,strong,2
TRPM5,NEUTRAL,False,False,NEUTRAL,60,strong,2
ITK,DIG,True,True,DIG,60,strong,2
LINC01645,DCG,False,True,DCG,60,strong,2
KCNMB4,DSG,True,False,DSG,60,strong,2
SH2D4A,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC00994,NEUTRAL,False,False,NEUTRAL,60,strong,2
LRRC37A15P,NEUTRAL,False,False,NEUTRAL,60,strong,2
TSC22D1-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SMARCE1,DIG,False,False,NEUTRAL,60,strong,2
RNU6ATAC16P,NEUTRAL,False,False,NEUTRAL,60,strong,2
PTHLH,DSG,False,False,NEUTRAL,60,strong,2
LINC01806,NEUTRAL,False,False,NEUTRAL,60,strong,2
AVIL,DIG,True,True,DIG,60,strong,2
CACYBP,DCG,True,True,DIG,60,strong,2
ZNF436,NEUTRAL,False,False,NEUTRAL,60,strong,2
C8G,NEUTRAL,False,False,NEUTRAL,60,strong,2
NANOGP7,NEUTRAL,False,False,NEUTRAL,60,strong,2
NOP14,NEUTRAL,False,False,NEUTRAL,60,strong,2
ELOVL2-AS1,DSG,True,False,DSG,60,strong,2
CNPPD1,NEUTRAL,False,False,NEUTRAL,60,strong,2
VTI1A,NEUTRAL,False,False,NEUTRAL,60,strong,2
DPH6,NEUTRAL,False,False,NEUTRAL,60,strong,2
PIRT,NEUTRAL,False,False,NEUTRAL,60,strong,2
GALK1,DCG,True,True,DIG,60,strong,2
NDUFA8,NEUTRAL,False,False,NEUTRAL,60,strong,2
GALM,DIG,False,False,NEUTRAL,60,strong,2
PTENP1-AS,DIG,False,True,DCG,60,strong,2
CLDN8,DIG,True,True,DIG,60,strong,2
MIR1248,DCG,True,True,DIG,60,strong,2
KLHL9,DIG,False,False,NEUTRAL,60,strong,2
ADORA2BP1,DCG,False,True,DCG,60,strong,2
SSX2IP,NEUTRAL,False,False,NEUTRAL,60,strong,2
NAT8,DIG,True,True,DIG,60,strong,2
SLC22A4,DIG,False,True,DCG,60,strong,2
LRRC63,NEUTRAL,False,False,NEUTRAL,60,strong,2
KLF3-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
KCNJ1,NEUTRAL,True,True,DIG,60,strong,2
SMARCD1,DIG,False,False,NEUTRAL,60,strong,2
MRPL37P1,NEUTRAL,False,False,NEUTRAL,60,strong,2
TBCCD1,DCG,False,True,DCG,60,strong,2
SUMF1,DIG,True,True,DIG,60,strong,2
KTI12,NEUTRAL,False,True,DCG,60,strong,2
PVALB,NEUTRAL,False,False,NEUTRAL,60,strong,2
TFDP1,DIG,True,True,DIG,60,strong,2
CYP2F2P,DSG,True,False,DSG,60,strong,2
CYP2U1-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PLEK2,NEUTRAL,False,False,NEUTRAL,60,strong,2
NUP58,NEUTRAL,False,False,NEUTRAL,60,strong,2
PRPF4,NEUTRAL,False,False,NEUTRAL,60,strong,2
INPP5K,NEUTRAL,False,False,NEUTRAL,60,strong,2
OR56B1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MYD88,NEUTRAL,False,False,NEUTRAL,60,strong,2
EVA1C,DIG,True,True,DIG,60,strong,2
TPP2,DIG,True,True,DIG,60,strong,2
NAV3,DIG,False,True,DCG,60,strong,2
SNORD37,NEUTRAL,False,False,NEUTRAL,60,strong,2
DNAJA3,DCG,True,True,DIG,60,strong,2
CCT2,DSG,True,False,DSG,60,strong,2
TSSC2,NEUTRAL,False,False,NEUTRAL,60,strong,2
IL12B,DIG,True,True,DIG,60,strong,2
MRPL42,DIG,True,True,DIG,60,strong,2
CTNNB1,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC02656,DCG,False,True,DCG,60,strong,2
NOS2,DSG,True,False,DSG,60,strong,2
SNX5P2,NEUTRAL,False,True,DCG,60,strong,2
BNIP5,DIG,True,True,DIG,60,strong,2
SLC35A1,DIG,True,True,DIG,60,strong,2
NOP9,DIG,False,False,NEUTRAL,60,strong,2
ADH7,NEUTRAL,False,False,NEUTRAL,60,strong,2
USP6,NEUTRAL,False,False,NEUTRAL,60,strong,2
RASSF10-DT,NEUTRAL,False,False,NEUTRAL,60,strong,2
BORCS8,DIG,False,False,NEUTRAL,60,strong,2
TRBV26OR9-2,DIG,True,True,DIG,60,strong,2
GABBR2,NEUTRAL,False,False,NEUTRAL,60,strong,2
MAPK6,NEUTRAL,False,False,NEUTRAL,60,strong,2
CLCA3P,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC01649,DIG,True,True,DIG,60,strong,2
TNNC1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ARHGEF40,DIG,True,True,DIG,60,strong,2
PEX1,DSG,True,False,DSG,60,strong,2
SNORA27,NEUTRAL,False,False,NEUTRAL,60,strong,2
CCL17,NEUTRAL,False,False,NEUTRAL,60,strong,2
PROCR,DCG,True,True,DIG,60,strong,2
MARCHF4,NEUTRAL,False,False,NEUTRAL,60,strong,2
RCBTB2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ASXL1,DCG,True,True,DIG,60,strong,2
ZNF792,DSG,True,False,DSG,60,strong,2
TCN2,NEUTRAL,False,False,NEUTRAL,60,strong,2
INPP5J,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC9B2,NEUTRAL,False,False,NEUTRAL,60,strong,2
SWT1,DCG,False,True,DCG,60,strong,2
POU6F2,DSG,True,False,DSG,60,strong,2
PTPRN2-AS1,DIG,True,True,DIG,60,strong,2
CD40,DCG,False,True,DCG,60,strong,2
LINGO4,DCG,False,True,DCG,60,strong,2
CABYR,DIG,True,True,DIG,60,strong,2
TUBAL3,DCG,False,True,DCG,60,strong,2
PRMT7,NEUTRAL,False,False,NEUTRAL,60,strong,2
UBE2G2,DSG,False,False,NEUTRAL,60,strong,2
NOL4,NEUTRAL,False,False,NEUTRAL,60,strong,2
CD4,DSG,True,False,DSG,60,strong,2
HEXB,NEUTRAL,False,False,NEUTRAL,60,strong,2
CD82,DIG,False,False,NEUTRAL,60,strong,2
LINC02065,NEUTRAL,False,False,NEUTRAL,60,strong,2
MISP,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC01426,DIG,True,True,DIG,60,strong,2
MARCHF6,DCG,False,False,NEUTRAL,60,strong,2
BASP1-AS1,DCG,False,True,DCG,60,strong,2
KAT7,DSG,True,False,DSG,60,strong,2
STAP2,NEUTRAL,False,False,NEUTRAL,60,strong,2
PADI3,NEUTRAL,False,False,NEUTRAL,60,strong,2
RAN,DIG,True,True,DIG,60,strong,2
LINC00997,DSG,False,False,NEUTRAL,60,strong,2
ITGA11,NEUTRAL,True,True,DIG,60,strong,2
ASIC2,DIG,True,True,DIG,60,strong,2
VSNL1,DIG,True,False,DSG,60,strong,2
THEMIS3P,NEUTRAL,False,False,NEUTRAL,60,strong,2
C9orf78,NEUTRAL,False,False,NEUTRAL,60,strong,2
COX10,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC01954,DIG,True,True,DIG,60,strong,2
RNU6ATAC35P,DCG,False,True,DCG,60,strong,2
C10orf62,NEUTRAL,True,True,DIG,60,strong,2
FGF20,NEUTRAL,False,False,NEUTRAL,60,strong,2
SKA2P1,NEUTRAL,False,False,NEUTRAL,60,strong,2
RBFOX3,DCG,False,True,DCG,60,strong,2
SFXN1,DIG,True,True,DIG,60,strong,2
ATXN3,NEUTRAL,False,False,NEUTRAL,60,strong,2
MLIP,DSG,True,False,DSG,60,strong,2
ICA1,DSG,True,False,DSG,60,strong,2
NDUFA4,DSG,True,False,DSG,60,strong,2
FAUP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PTPRG-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MZT1,NEUTRAL,False,False,NEUTRAL,60,strong,2
GLMN,NEUTRAL,False,False,NEUTRAL,60,strong,2
CKS1B,DCG,True,True,DIG,60,strong,2
TMEM183A,DCG,False,True,DCG,60,strong,2
ATP5PDP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SPRED1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SRD5A3,DIG,False,False,NEUTRAL,60,strong,2
DHRS7C,NEUTRAL,False,False,NEUTRAL,60,strong,2
RAB17,NEUTRAL,False,False,NEUTRAL,60,strong,2
CDIP1,DCG,False,True,DCG,60,strong,2
GTF2IP7,DSG,True,False,DSG,60,strong,2
RIOK1,DSG,False,False,NEUTRAL,60,strong,2
LAD1,DCG,True,True,DIG,60,strong,2
UBE3B,DIG,True,True,DIG,60,strong,2
LSINCT5,DCG,False,False,NEUTRAL,60,strong,2
ANK2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ATP9A,DCG,False,False,NEUTRAL,60,strong,2
VDAC1P4,DCG,False,True,DCG,60,strong,2
AS3MT,NEUTRAL,False,False,NEUTRAL,60,strong,2
CGN,DCG,False,True,DCG,60,strong,2
LRP1-AS,DIG,True,True,DIG,60,strong,2
DDA1,DIG,True,True,DIG,60,strong,2
PARS2,DIG,True,True,DIG,60,strong,2
HDAC2,DIG,True,True,DIG,60,strong,2
IGFALS,DCG,False,True,DCG,60,strong,2
HOPX,DIG,True,True,DIG,60,strong,2
SMIM35,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC7A1,NEUTRAL,False,False,NEUTRAL,60,strong,2
RFPL1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MTCH1,DSG,False,False,NEUTRAL,60,strong,2
GLDCP1,DIG,True,True,DIG,60,strong,2
ALPK2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CA1,DCG,False,True,DCG,60,strong,2
FCN3,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC01554,NEUTRAL,False,False,NEUTRAL,60,strong,2
HERC3,NEUTRAL,False,False,NEUTRAL,60,strong,2
MAN2A2,DIG,True,True,DIG,60,strong,2
PNKP,DIG,True,True,DIG,60,strong,2
PCDHB7,DIG,True,True,DIG,60,strong,2
BBS10,DIG,True,True,DIG,60,strong,2
FANK1,NEUTRAL,False,True,DCG,60,strong,2
DPPA3P3,NEUTRAL,False,False,NEUTRAL,60,strong,2
LAT2,DSG,True,False,DSG,60,strong,2
DHX8,NEUTRAL,False,False,NEUTRAL,60,strong,2
PISD,NEUTRAL,False,False,NEUTRAL,60,strong,2
CNOT4,DSG,True,False,DSG,60,strong,2
VN1R81P,DIG,True,True,DIG,60,strong,2
FA2H,NEUTRAL,False,False,NEUTRAL,60,strong,2
OR9Q1,DIG,True,True,DIG,60,strong,2
ENPP7P4,DIG,True,True,DIG,60,strong,2
ILF2,DCG,True,True,DIG,60,strong,2
MMAA,NEUTRAL,False,False,NEUTRAL,60,strong,2
TXNL1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ADAMTS3,DIG,True,True,DIG,60,strong,2
KCNJ9,DCG,True,True,DIG,60,strong,2
NAXD,DIG,True,True,DIG,60,strong,2
NUBP2,DCG,False,False,NEUTRAL,60,strong,2
WDR87,DSG,False,False,NEUTRAL,60,strong,2
C7,DCG,False,True,DCG,60,strong,2
SMAD6,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPL7AP3,DIG,True,True,DIG,60,strong,2
STIL,NEUTRAL,False,False,NEUTRAL,60,strong,2
TEX38,NEUTRAL,False,False,NEUTRAL,60,strong,2
REM2,DIG,False,False,NEUTRAL,60,strong,2
FXYD1,DSG,True,False,DSG,60,strong,2
NUP214,NEUTRAL,False,False,NEUTRAL,60,strong,2
CRIP1P2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZNF75A,DCG,False,True,DCG,60,strong,2
SKP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PRSS16,DSG,False,False,NEUTRAL,60,strong,2
EXO1,DCG,False,True,DCG,60,strong,2
NECTIN4,DCG,False,True,DCG,60,strong,2
REPS1,DIG,True,True,DIG,60,strong,2
RPL29,NEUTRAL,False,False,NEUTRAL,60,strong,2
TRAP1,DCG,False,True,DCG,60,strong,2
OR5K2,DIG,True,True,DIG,60,strong,2
MIR4253,NEUTRAL,False,False,NEUTRAL,60,strong,2
VIM-AS1,DCG,False,True,DCG,60,strong,2
MEI4,DIG,True,True,DIG,60,strong,2
OASL,DIG,True,True,DIG,60,strong,2
WASL,DIG,True,True,DIG,60,strong,2
INAFM1,DIG,True,True,DIG,60,strong,2
ACBD6,DCG,False,True,DCG,60,strong,2
RBP5,DSG,True,False,DSG,60,strong,2
SLC1A4,DIG,False,False,NEUTRAL,60,strong,2
MEST,DSG,True,False,DSG,60,strong,2
SLC50A1,DCG,False,True,DCG,60,strong,2
RD3,DCG,False,True,DCG,60,strong,2
ODR4,DCG,True,True,DIG,60,strong,2
SMAD1,NEUTRAL,False,False,NEUTRAL,60,strong,2
RNF130,DIG,True,True,DIG,60,strong,2
DAAM2-AS1,DSG,True,False,DSG,60,strong,2
WDR53,DCG,False,True,DCG,60,strong,2
ADGRF1,DSG,True,False,DSG,60,strong,2
ZNF213,DCG,False,True,DCG,60,strong,2
HYI,DIG,True,True,DIG,60,strong,2
ATG3,DSG,False,False,NEUTRAL,60,strong,2
LMO7,NEUTRAL,False,False,NEUTRAL,60,strong,2
GABPB1,NEUTRAL,False,False,NEUTRAL,60,strong,2
AK3P3,DSG,True,False,DSG,60,strong,2
FBXW7,NEUTRAL,False,False,NEUTRAL,60,strong,2
MRPS9,NEUTRAL,False,False,NEUTRAL,60,strong,2
POMGNT1,NEUTRAL,False,False,NEUTRAL,60,strong,2
P2RX7,DIG,True,True,DIG,60,strong,2
RPS12P4,DIG,True,True,DIG,60,strong,2
POLK,NEUTRAL,False,False,NEUTRAL,60,strong,2
EFNB3,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC25A33,NEUTRAL,False,False,NEUTRAL,60,strong,2
PPP2R2A,NEUTRAL,False,False,NEUTRAL,60,strong,2
MDM1,DSG,True,False,DSG,60,strong,2
FBXL5,NEUTRAL,False,False,NEUTRAL,60,strong,2
ARHGAP42-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
GGCT,DSG,True,True,DIG,60,strong,2
DHPS,DIG,True,True,DIG,60,strong,2
TADA2B,NEUTRAL,False,False,NEUTRAL,60,strong,2
NXPE3,DIG,False,False,NEUTRAL,60,strong,2
GABRG1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PCCA,DIG,True,True,DIG,60,strong,2
LINC00639,DIG,True,False,DSG,60,strong,2
RNU6-1136P,DSG,True,False,DSG,60,strong,2
IRAG2,DSG,True,True,DIG,60,strong,2
VASP,DIG,False,False,NEUTRAL,60,strong,2
SYNPO2L,DIG,True,True,DIG,60,strong,2
AP2S1,DIG,True,True,DIG,60,strong,2
HSD17B8,DSG,True,False,DSG,60,strong,2
ANGEL2,DCG,False,False,NEUTRAL,60,strong,2
OPRPN,DIG,True,True,DIG,60,strong,2
PKHD1,DSG,True,False,DSG,60,strong,2
SLC38A4,DIG,True,True,DIG,60,strong,2
CDH24,DIG,False,False,NEUTRAL,60,strong,2
ZNF781,DSG,True,False,DSG,60,strong,2
KLF17,DIG,True,True,DIG,60,strong,2
MXD4,NEUTRAL,False,False,NEUTRAL,60,strong,2
FKBP1B,DIG,True,True,DIG,60,strong,2
MIR4680,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMEM144,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZFP62,DIG,True,True,DIG,60,strong,2
PRSS54,NEUTRAL,False,False,NEUTRAL,60,strong,2
CASP2,DSG,True,False,DSG,60,strong,2
TDRD5,DCG,False,True,DCG,60,strong,2
INS,NEUTRAL,False,False,NEUTRAL,60,strong,2
ARMC10,DSG,True,False,DSG,60,strong,2
ATP6V1C1,DCG,False,True,DCG,60,strong,2
STRA6,NEUTRAL,False,False,NEUTRAL,60,strong,2
GRK5-IT1,NEUTRAL,False,False,NEUTRAL,60,strong,2
HSD11B1L,DIG,False,False,NEUTRAL,60,strong,2
STK31,DSG,True,True,DIG,60,strong,2
SLC4A5,DIG,False,False,NEUTRAL,60,strong,2
SNORD45C,NEUTRAL,False,False,NEUTRAL,60,strong,2
ERCC5,DIG,True,True,DIG,60,strong,2
KLK14,DSG,False,True,DCG,60,strong,2
SNUPN,NEUTRAL,False,False,NEUTRAL,60,strong,2
PRR13P5,DSG,True,False,DSG,60,strong,2
SPACA3,DIG,False,True,DCG,60,strong,2
LCLAT1,DIG,True,True,DIG,60,strong,2
KLK1,DIG,True,True,DIG,60,strong,2
NDUFAB1P1,DIG,True,True,DIG,60,strong,2
ZNF223,DIG,True,True,DIG,60,strong,2
RAP1GAP,NEUTRAL,False,False,NEUTRAL,60,strong,2
EFCAB2,DCG,False,True,DCG,60,strong,2
MYO5A,NEUTRAL,False,False,NEUTRAL,60,strong,2
ABHD14B,NEUTRAL,False,False,NEUTRAL,60,strong,2
PROX1-AS1,DCG,False,False,NEUTRAL,60,strong,2
HEXIM2,NEUTRAL,False,False,NEUTRAL,60,strong,2
RNA5SP452,DIG,True,True,DIG,60,strong,2
SLC6A7,DIG,False,False,NEUTRAL,60,strong,2
SNORD116-20,NEUTRAL,False,False,NEUTRAL,60,strong,2
TFAP2A,DSG,True,False,DSG,60,strong,2
RNU6-388P,DSG,True,False,DSG,60,strong,2
HMGB1P41,DCG,False,True,DCG,60,strong,2
DPEP2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CYP27A1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MIR3189,DIG,True,True,DIG,60,strong,2
CD1A,DCG,False,True,DCG,60,strong,2
TRAF3IP2,DIG,True,False,DSG,60,strong,2
VN1R1,DSG,True,False,DSG,60,strong,2
SCARNA21,NEUTRAL,False,False,NEUTRAL,60,strong,2
FAT1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CNR1,DIG,True,True,DIG,60,strong,2
NT5C3AP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PXT1,DIG,False,False,NEUTRAL,60,strong,2
SHROOM1,DIG,True,True,DIG,60,strong,2
ZNF394,DSG,False,False,NEUTRAL,60,strong,2
WDR72,NEUTRAL,False,False,NEUTRAL,60,strong,2
MSTN,DIG,True,True,DIG,60,strong,2
RBMS3-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
LRRC55,DIG,False,True,DCG,60,strong,2
KRT18P29,DIG,True,True,DIG,60,strong,2
WDR46,DSG,True,False,DSG,60,strong,2
SMIM32,NEUTRAL,False,False,NEUTRAL,60,strong,2
H1-0,NEUTRAL,False,False,NEUTRAL,60,strong,2
MIR4653,DSG,True,False,DSG,60,strong,2
DSCR9,DIG,True,True,DIG,60,strong,2
TMEM106B,DSG,True,False,DSG,60,strong,2
PHB2,DSG,True,False,DSG,60,strong,2
ANKRD31,NEUTRAL,False,False,NEUTRAL,60,strong,2
DAP,DCG,False,True,DCG,60,strong,2
BTN3A3,DSG,True,False,DSG,60,strong,2
SOX6,DIG,True,True,DIG,60,strong,2
RAVER2,NEUTRAL,False,False,NEUTRAL,60,strong,2
RBM28,DIG,True,True,DIG,60,strong,2
UGDH,NEUTRAL,False,False,NEUTRAL,60,strong,2
SYCE1L,NEUTRAL,False,False,NEUTRAL,60,strong,2
TGFA,DIG,True,True,DIG,60,strong,2
ZNF292,DIG,True,True,DIG,60,strong,2
CEP192,DIG,True,True,DIG,60,strong,2
CRYGN,DIG,True,True,DIG,60,strong,2
ZNF556,NEUTRAL,False,False,NEUTRAL,60,strong,2
TGFB2-OT1,DCG,False,False,NEUTRAL,60,strong,2
TOX,DCG,False,True,DCG,60,strong,2
RFX8,DIG,True,True,DIG,60,strong,2
MYPN,DIG,True,True,DIG,60,strong,2
RPS2P7,DCG,True,True,DIG,60,strong,2
TRHDE,DSG,True,False,DSG,60,strong,2
UNG,DIG,True,True,DIG,60,strong,2
URGCP-MRPS24,DSG,False,False,NEUTRAL,60,strong,2
FNIP1,DIG,True,True,DIG,60,strong,2
METTL4,NEUTRAL,False,True,DCG,60,strong,2
SERPINF2,NEUTRAL,False,False,NEUTRAL,60,strong,2
INTS9-AS1,NEUTRAL,True,True,DIG,60,strong,2
CAPZA3,DSG,True,False,DSG,60,strong,2
BLOC1S3,DIG,True,True,DIG,60,strong,2
NPR2,DIG,True,True,DIG,60,strong,2
CXXC4-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MEIOB,DCG,False,True,DCG,60,strong,2
NLE1,DIG,True,True,DIG,60,strong,2
MSANTD3,NEUTRAL,False,False,NEUTRAL,60,strong,2
UBXN11,NEUTRAL,False,False,NEUTRAL,60,strong,2
UAP1L1,NEUTRAL,False,False,NEUTRAL,60,strong,2
REP15,DSG,False,False,NEUTRAL,60,strong,2
IAH1,DIG,True,True,DIG,60,strong,2
AGXT2,DCG,False,True,DCG,60,strong,2
ELAVL3,DIG,True,True,DIG,60,strong,2
PRELID1P4,NEUTRAL,False,False,NEUTRAL,60,strong,2
CDH23,DIG,True,True,DIG,60,strong,2
UBE2L5,DIG,True,True,DIG,60,strong,2
MROH2A,NEUTRAL,False,False,NEUTRAL,60,strong,2
C11orf52,NEUTRAL,False,False,NEUTRAL,60,strong,2
MNX1-AS2,DSG,True,False,DSG,60,strong,2
B3GALT2,DCG,False,True,DCG,60,strong,2
STAU2,DCG,False,True,DCG,60,strong,2
LPIN1,DIG,True,True,DIG,60,strong,2
GPR37L1,DCG,False,False,NEUTRAL,60,strong,2
CLTB,DIG,False,True,DCG,60,strong,2
LIN7A,DIG,True,True,DIG,60,strong,2
BUD13P1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC7A2,NEUTRAL,False,False,NEUTRAL,60,strong,2
MIR4263,DIG,True,True,DIG,60,strong,2
RP1L1,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMEM40,DIG,True,True,DIG,60,strong,2
ATP6V1E1,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC00173,NEUTRAL,False,False,NEUTRAL,60,strong,2
PPP1CB,DIG,True,True,DIG,60,strong,2
TGIF2-RAB5IF,DCG,False,True,DCG,60,strong,2
RN7SKP161,DSG,True,False,DSG,60,strong,2
GPM6A,NEUTRAL,False,False,NEUTRAL,60,strong,2
VSIR,DIG,True,True,DIG,60,strong,2
HOXC-AS3,DIG,True,True,DIG,60,strong,2
C5orf46,DIG,True,True,DIG,60,strong,2
ASCL2,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPS19,DSG,True,False,DSG,60,strong,2
CTSA,DCG,False,True,DCG,60,strong,2
KRT18P60,DSG,True,False,DSG,60,strong,2
HOXC5,DIG,True,True,DIG,60,strong,2
SMIM14,NEUTRAL,False,False,NEUTRAL,60,strong,2
PRELID2P1,DSG,True,False,DSG,60,strong,2
KIF27,NEUTRAL,True,True,DIG,60,strong,2
LINC01511,DCG,False,True,DCG,60,strong,2
PDC-AS1,DCG,False,True,DCG,60,strong,2
SSBP2,NEUTRAL,False,False,NEUTRAL,60,strong,2
POMT1,NEUTRAL,False,False,NEUTRAL,60,strong,2
