,sample_size,n_genes,cn_signal,replicate,tag,comparison,TP,FP,FN,TN,Precision,Recall,F1 score,Accuracy,AUC,MCC,n_pos,n_neg
99,20,5000,weak,18,S20_G5000_CNweak_R18,DCG_vs_DIG,362,112,389,1385,0.7637130801687764,0.48202396804260983,0.5910204081632653,0.777135231316726,0.7036038343887064,0.4708481174809136,751,1497
100,20,5000,weak,19,S20_G5000_CNweak_R19,DCG_vs_DSG,368,36,382,712,0.9108910891089109,0.49066666666666664,0.6377816291161178,0.7209612817089452,0.7212691622103387,0.4985778428326651,750,748
101,20,5000,weak,19,S20_G5000_CNweak_R19,DCG_vs_DIG,368,126,382,1371,0.7449392712550608,0.49066666666666664,0.5916398713826366,0.7739207832665776,0.7032491649966599,0.4628559650775687,750,1497
102,20,5000,weak,2,S20_G5000_CNweak_R2,DCG_vs_DSG,350,41,400,707,0.8951406649616368,0.4666666666666667,0.6134969325153374,0.705607476635514,0.705926916221034,0.4688806960589523,750,748
103,20,5000,weak,2,S20_G5000_CNweak_R2,DCG_vs_DIG,350,108,400,1389,0.7641921397379913,0.4666666666666667,0.5794701986754967,0.7739207832665776,0.6972611890447562,0.4618226881519411,750,1497
104,20,5000,weak,20,S20_G5000_CNweak_R20,DCG_vs_DSG,353,54,398,694,0.8673218673218673,0.47003994673768307,0.6096718480138169,0.6984656437625083,0.6989237166843496,0.44727930484967704,751,748
105,20,5000,weak,20,S20_G5000_CNweak_R20,DCG_vs_DIG,353,125,398,1372,0.7384937238493724,0.47003994673768307,0.5744507729861676,0.7673487544483986,0.6932698063681735,0.4455785689974111,751,1497
106,20,5000,weak,3,S20_G5000_CNweak_R3,DCG_vs_DSG,387,35,363,713,0.9170616113744076,0.516,0.6604095563139932,0.7343124165554072,0.7346042780748664,0.5215368414479491,750,748
107,20,5000,weak,3,S20_G5000_CNweak_R3,DCG_vs_DIG,387,130,363,1367,0.7485493230174082,0.516,0.6108918705603789,0.7805963506898086,0.7145798263193053,0.4808305950580955,750,1497
108,20,5000,weak,4,S20_G5000_CNweak_R4,DCG_vs_DSG,367,43,384,705,0.8951219512195122,0.48868175765645805,0.632213608957795,0.715143428952635,0.7155975633202076,0.4836584091030098,751,748
109,20,5000,weak,4,S20_G5000_CNweak_R4,DCG_vs_DIG,367,100,384,1397,0.7858672376873662,0.48868175765645805,0.6026272577996716,0.7846975088967971,0.7109407452276947,0.4904908840925613,751,1497
110,20,5000,weak,5,S20_G5000_CNweak_R5,DCG_vs_DSG,370,43,380,706,0.8958837772397095,0.49333333333333335,0.6362854686156492,0.7178118745830554,0.7179617267467735,0.48785621002668916,750,749
111,20,5000,weak,5,S20_G5000_CNweak_R5,DCG_vs_DIG,370,120,380,1378,0.7551020408163265,0.49333333333333335,0.5967741935483871,0.7775800711743772,0.7066132621272809,0.4719187722592902,750,1498
112,20,5000,weak,6,S20_G5000_CNweak_R6,DCG_vs_DSG,343,42,406,706,0.8909090909090909,0.45794392523364486,0.6049382716049383,0.7007348029392118,0.700897096306662,0.45963448465524387,749,748
113,20,5000,weak,6,S20_G5000_CNweak_R6,DCG_vs_DIG,343,123,406,1374,0.7360515021459227,0.45794392523364486,0.5646090534979424,0.7644701691896705,0.6878897982881651,0.43690000065819196,749,1497
114,20,5000,weak,7,S20_G5000_CNweak_R7,DCG_vs_DSG,390,46,360,702,0.8944954128440367,0.52,0.657672849915683,0.7289719626168224,0.7292513368983957,0.5046819823439337,750,748
115,20,5000,weak,7,S20_G5000_CNweak_R7,DCG_vs_DIG,390,117,360,1379,0.7692307692307693,0.52,0.6205250596658711,0.7876224398931434,0.7208957219251337,0.49837925718160936,750,1496
116,20,5000,weak,8,S20_G5000_CNweak_R8,DCG_vs_DSG,363,33,386,715,0.9166666666666666,0.48464619492656874,0.634061135371179,0.7201068804275217,0.7202642739338727,0.4993723739861973,749,748
117,20,5000,weak,8,S20_G5000_CNweak_R8,DCG_vs_DIG,363,121,386,1375,0.75,0.48464619492656874,0.5888077858880778,0.7741648106904232,0.7018819209926961,0.4629475297191384,749,1496
118,20,5000,weak,9,S20_G5000_CNweak_R9,DCG_vs_DSG,365,46,385,702,0.8880778588807786,0.4866666666666667,0.6287683031869078,0.712283044058745,0.7125846702317291,0.4764394197656793,750,748
119,20,5000,weak,9,S20_G5000_CNweak_R9,DCG_vs_DIG,365,135,385,1362,0.73,0.4866666666666667,0.584,0.7685803293279929,0.698243152972612,0.4495088734086261,750,1497
120,40,5000,strong,1,S40_G5000_CNstrong_R1,DCG_vs_DSG,513,18,237,730,0.9661016949152542,0.684,0.8009367681498829,0.8297730307076101,0.8299679144385028,0.6897991272112727,750,748
121,40,5000,strong,1,S40_G5000_CNstrong_R1,DCG_vs_DIG,513,65,237,1431,0.8875432525951558,0.684,0.7725903614457831,0.8655387355298308,0.8202754010695188,0.6910159398518597,750,1496
122,40,5000,strong,10,S40_G5000_CNstrong_R10,DCG_vs_DSG,507,17,242,731,0.9675572519083969,0.6769025367156208,0.7965435978004713,0.8269873079492318,0.8270876319941741,0.6857467570817062,749,748
123,40,5000,strong,10,S40_G5000_CNstrong_R10,DCG_vs_DIG,507,49,242,1447,0.9118705035971223,0.6769025367156208,0.7770114942528735,0.8703786191536749,0.8220742630102169,0.7036237698479905,749,1496
124,40,5000,strong,11,S40_G5000_CNstrong_R11,DCG_vs_DSG,534,26,217,723,0.9535714285714286,0.711051930758988,0.8146453089244852,0.838,0.8381694900790936,0.6991451597693534,751,749
125,40,5000,strong,11,S40_G5000_CNstrong_R11,DCG_vs_DIG,534,60,217,1439,0.898989898989899,0.711051930758988,0.7940520446096654,0.8768888888888889,0.8355126231513419,0.7178542176408925,751,1499
126,40,5000,strong,12,S40_G5000_CNstrong_R12,DCG_vs_DSG,515,15,235,733,0.9716981132075472,0.6866666666666666,0.8046875,0.8331108144192256,0.8333065953654188,0.6970753416401124,750,748
127,40,5000,strong,12,S40_G5000_CNstrong_R12,DCG_vs_DIG,515,65,235,1432,0.8879310344827587,0.6866666666666666,0.7744360902255639,0.8664886515353805,0.8216232464929859,0.6931658563124239,750,1497
128,40,5000,strong,13,S40_G5000_CNstrong_R13,DCG_vs_DSG,491,17,259,731,0.9665354330708661,0.6546666666666666,0.78060413354531,0.8157543391188251,0.8159696969696969,0.6674325862431989,750,748
129,40,5000,strong,13,S40_G5000_CNstrong_R13,DCG_vs_DIG,491,72,259,1424,0.872113676731794,0.6546666666666666,0.7479055597867479,0.852626892252894,0.8032691622103386,0.6600220128297433,750,1496
130,40,5000,strong,14,S40_G5000_CNstrong_R14,DCG_vs_DSG,488,16,261,731,0.9682539682539683,0.6515353805073432,0.7789305666400639,0.8148395721925134,0.8150581855682633,0.6665778353789819,749,747
131,40,5000,strong,14,S40_G5000_CNstrong_R14,DCG_vs_DIG,488,69,261,1425,0.8761220825852782,0.6515353805073432,0.7473200612557427,0.8528756130182791,0.80267532077576,0.6607951273511191,749,1494
