,p_naive,p_aware,sample_size,rep
59,0.17207702824095028,0.17207642307993376,10,0
60,0.3637763931042908,0.3638645521697582,10,0
61,0.19253649566006759,0.192578656964408,10,0
62,0.08505889340042562,0.08505894833836891,10,0
63,0.0002921820198335985,0.0002921853775101137,10,0
64,0.681164525155475,0.6811646500677937,10,0
65,0.16122361849404054,0.1612271130544174,10,0
66,0.6229011026084248,0.6297372287095602,10,0
67,0.15291673608247988,0.1529167641843957,10,0
68,0.058388793704924655,0.05838999352111812,10,0
69,0.8714458404560487,0.8714648141806907,10,0
70,0.7563987919616502,0.7552519160141923,10,0
71,0.03303744469256028,0.9985977248581054,10,0
72,0.7167307090654451,0.7167459864770362,10,0
73,0.8068354420411498,0.8068950990906023,10,0
74,0.6808236214767813,0.6808236478768817,10,0
75,0.35990493903505383,0.359905546914148,10,0
76,0.8583605013055978,0.8583606272021962,10,0
77,0.2885493262682812,0.288549461481044,10,0
78,0.39100426172077085,0.3910043596935412,10,0
79,0.5451992248515634,0.5451986497190907,10,0
80,0.5139808018426892,0.5140589731948164,10,0
81,0.9266039180304527,0.9253778164032407,10,0
82,0.26327493524427625,0.26487864782683246,10,0
83,0.16335210060957084,0.163352470046492,10,0
84,0.8258694266806532,0.8258696079919633,10,0
85,0.5037918164328956,0.5037935638566903,10,0
86,0.2310166663701433,0.23101676793831083,10,0
87,0.03458458715611979,0.03458461147699809,10,0
88,0.06909332911739544,0.06909428605371601,10,0
89,0.8979468849716192,0.89794603920361,10,0
90,0.24567682821113213,0.24656023545229244,10,0
91,0.39954589747102154,0.41101290532622314,10,0
92,0.8422086276298996,0.8422091900720496,10,0
93,0.35303978780179146,0.35303983036262554,10,0
94,0.8635361647624116,0.9926885817595315,10,0
95,0.9534908710619736,0.9534940417541922,10,0
96,0.15496222991599365,0.1549914234291312,10,0
97,0.3690318925759165,0.36903240699814466,10,0
98,0.6188260401686917,0.6188261179902805,10,0
99,0.012677967564528325,0.012678522175558262,10,0
100,0.3305371518290757,0.33053919628681616,10,0
101,0.6487710041119089,0.6487718249754992,10,0
102,0.538296692568432,0.5382967186451302,10,0
103,0.03939757056794423,0.039404332720730066,10,0
104,0.18395734076061465,0.9971398877498483,10,0
105,0.6717165958705666,0.6718605262755599,10,0
106,0.07716509866729349,0.07716529572886524,10,0
107,0.1889511381479675,0.18895141106936264,10,0
108,0.25610323893034803,0.25616565955942294,10,0
109,0.3396347675492545,0.33963510080154535,10,0
110,0.6446759192316627,0.6446764494357372,10,0
111,0.10768441947488404,0.10768459558626016,10,0
112,0.38707475111092227,0.38715333401177643,10,0
113,0.6031002609812907,0.6032517749772899,10,0
114,0.2700847514518335,0.270085034729443,10,0
115,0.021404819709633097,0.021405226576755733,10,0
116,0.12677375892336987,0.12677380098953325,10,0
117,0.061305707508232284,0.06135758886211692,10,0
118,0.13411805931755644,0.1341181129771038,10,0
119,0.22054978049309426,0.22055414464208,10,0
120,0.7439880339106946,0.7441219598731796,10,0
121,0.18951002825828223,0.18951134378894097,10,0
122,0.8840602493808651,0.8840603083284915,10,0
123,0.2740249306033645,0.2740250120040676,10,0
124,0.10929127587671814,0.1093190392725791,10,0
125,0.30311736206383,0.30314205297948427,10,0
126,0.016633944851745977,0.01663401501056081,10,0
127,0.29295189658917,0.2929528743077243,10,0
128,0.6437726048337713,0.6437737865657638,10,0
129,0.2537401679034834,0.9988759840785066,10,0
130,0.9593881971803613,0.9594092934836176,10,0
131,0.7703690239014387,0.770369720695838,10,0
132,0.7767337670576172,0.7767338973767537,10,0
133,0.19252709581764205,0.1925274369727208,10,0
134,0.7390352344485087,0.7390356152975471,10,0
135,0.6773775728842606,0.6773771092403378,10,0
136,0.2625777475576808,0.2625778599463685,10,0
137,0.6312845002691625,0.6313453016888426,10,0
138,0.6468985632650599,0.6468987535678589,10,0
139,0.04946785931797465,0.04950156991438281,10,0
140,0.717221761024597,0.717223751563046,10,0
141,0.5122037928095168,0.5122046026472462,10,0
142,0.7303517709969768,0.7304207549018473,10,0
143,0.3630495730097639,0.3630460724540425,10,0
144,0.3985280268224257,0.3985515629752915,10,0
