"","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100","sample101","sample102"
"COPS5",1,1,2.5,2,2,1,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.5,1,2.5,2,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1
"COPS7A",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1
"COPS7B",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COPS8",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1
"COPS9",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1
"COPZ1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COPZ2",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COQ10A",1,1,2,2,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COQ10B",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COQ2",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COQ3",1,1,2,2,1,1,0.5,0.5,0.5,0.5,1,0.5,1,1,1,1,0.5,0.5,1,1,1,0.5,1,1,0.5,1,1,1,1,0.5,1,0.5,1,0.5,1,1,2,1,0.5,1,1,0.5,1,1,1,1,1,0.5,1,0.5,1
"COQ5",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"COQ6",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COQ7",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COQ8B",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CORIN",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CORO1B",1,1,2.5,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CORO1C",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"CORO2B",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX10",1,1,2,2,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,2,0.5,1,1,0.5,1,1,1,1,0.5,1,1,1,1,0.5
"COX10-AS1",1,1,2,2,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,2,0.5,1,1,0.5,1,1,1,1,0.5,1,1,1,1,0.5
"COX11",1,1,2,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX14",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX15",1,1,2,2,1,0.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,0.5,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"COX16",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX17P1",1,1,1.5,1,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,0,1,2,1,0.5,1.5,1,1,1,1,0.5,1,1,1,0.5,0.5,1,0.5,1,1
"COX18",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX19",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX20",1,1,2.5,2,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,0.5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX20P1",1,1,2,2,1,0.5,1,2.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX4I1",1,1,1,2,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,1,1,0.5,1,0.5,1,1,0.5,0.5,1.5,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1
"COX4I2",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX5A",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX5B",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX5BP6",1,1,3,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"COX6A1",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"COX6B1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX6C",1,1,2.5,2,2,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.5,1,2.5,2,1.5,1,1,2.5,1,1,1,1,1,1,1,1,1,1
"COX7A1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX7A2L",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COX8A",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CP",1,2,2,2,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPA1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPA3",1,2,2,2,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPA4",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPA6",1,1,2.5,2,2,1,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.5,1,2.5,2,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1
"CPAMD8",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPB1",1,2,2,2,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPB2",1,1,1.5,1,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,0,1,2,1,0.5,1.5,1,1,1,1,0.5,1,1,1,0.5,0.5,1,0.5,1,1
"CPB2-AS1",1,1,1.5,1,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,0,1,2,1,0.5,1.5,1,1,1,1,0.5,1,1,1,0.5,0.5,1,0.5,1,1
"CPD",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,2,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1
"CPE",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPEB1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPEB2",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPEB4",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPED1",1,1,3.5,2,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPHL1P",1,2,2,2,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPLANE1",1,1,2.5,2,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPLANE2",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPLX2",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPM",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPNE1",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1
"CPNE2",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,0.5,1,2,1,0.5,2,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1
"CPNE3",1,1,2.5,2,2,1,0.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.5,1,0.5,2,1.5,1,1,2.5,1,1,1,1,1,1,1,1,1,1
"CPNE5",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPNE6",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPNE8",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPO",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPOX",1,1,2,2,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1
"CPPED1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPQ",1,1,2.5,2,2,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,2,1,2.5,1,2.5,2,1.5,1,1,2.5,1,1,1,1,1,1,1,1,1,1
"CPS1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPSF2",1,1,2,2,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1
"CPSF3",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPSF4",1,1,3.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPSF6",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPSF7",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPT1A",1,1,2.5,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPT1C",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPT2",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1
"CPVL",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPXM1",1,1,2,2,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CPXM2",1,1,2,2,0.5,0.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"CR1",1,1,2.5,2,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CR2",1,1,2.5,2,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRACD",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRACDL",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRACR2A",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1
"CRACR2B",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRADD",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRAMP1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRB1",1,1,2.5,2,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRB3",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1
"CRBN",1,0.5,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRCP",1,1,3.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CREB1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CREB3",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CREB3L1",1,1,2.5,2,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,2,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CREB3L2",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CREB3L4",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CREB5",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CREBBP",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CREBL2",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,0.5,1,1,1,1,1,0.5,2,1,0.5,1,1,1,1,1,1,0.5,1,1,0.5,0.5,1
"CREBRF",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CREBZF",1,1,2.5,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CREG1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1.5,0.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1
"CREG2",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRELD1",1,0.5,2,2,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,2,1,1,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1
"CREM",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRHBP",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRHR2",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRIM1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRIP3",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRIPT",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRISP1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRISP2",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRISP3",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CRISPLD1",1,1,2.5,2,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.5,1,2.5,2,1.5,1,1,2.5,1,1,1,1,1,1,1,1,1,1
"CRISPLD2",1,1,1,2,1,1,1,0.5,1,1,1,1,0.5,0.5,1,1,1,0.5,1,0.5,0.5,1,1,0.5,0.5,0.5,1,1,1,0.5,1,0.5,1,1,0.5,0.5,1.5,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1
